Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cubs Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"4,(1-2) FSBX",O,CHC,Kyle Schwarber,Eduardo Rodriguez,2%,52%,Groundout: 2B-1B (Deep 2B-1B)
t1,0-0,1,---,"4,(2-1) BBCX",O,CHC,Kris Bryant,Eduardo Rodriguez,2%,54%,Groundout: 1B unassisted (2B-1B)
t1,0-0,2,---,"4,(3-0) BBBB",,CHC,Anthony Rizzo,Eduardo Rodriguez,-1%,53%,Walk
t1,0-0,2,1--,"2,(0-1) CX",,CHC,Ben Zobrist,Eduardo Rodriguez,-3%,49%,Double to LF (Fly Ball to Deep LF Line); Rizzo to 3B
t1,0-0,2,-23,"5,(1-2) SBSFX",O,CHC,Addison Russell,Eduardo Rodriguez,6%,55%,Popfly: SS (Short CF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Cubs 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Cubs 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Cubs 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cubs' Kyle Hendricks facing 1-2-3"
b1,0-0,0,---,"6,(2-2) CBCBFX",O,BOS,Xander Bogaerts,Kyle Hendricks,-2%,53%,Groundout: 2B-1B
b1,0-0,1,---,"4,(1-2) BCSX",,BOS,Andrew Benintendi,Kyle Hendricks,2%,55%,Single to CF (Line Drive)
b1,0-0,1,1--,"5,(1-2) 1C1CFB+1X",O,BOS,Mookie Betts,Kyle Hendricks,-3%,52%,Flyball: CF (Deep CF)
b1,0-0,2,1--,"1,(0-0) X",RR,BOS,Hanley Ramirez,Kyle Hendricks,17%,70%,Home Run (Fly Ball to Deep LF Line); Benintendi Scores
b1,2-0,2,---,"4,(1-2) BTSC",O,BOS,Mitch Moreland,Kyle Hendricks,-1%,69%,Strikeout Looking
,,,,,,,,,"2 runs, 2 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","2 runs, 2 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","2 runs, 2 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2."
"Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8","Top of the 2nd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 6-7-8"
t2,0-2,0,---,"2,(0-1) CX",,CHC,Jason Heyward,Eduardo Rodriguez,-4%,65%,Single to RF (Line Drive to Short CF-RF)
t2,0-2,0,1--,"5,(1-2) CBSFX",O,CHC,Willson Contreras,Eduardo Rodriguez,4%,69%,Popfly: 1B (Weak 2B-1B)
t2,0-2,1,1--,"4,(1-2) 1CSBS",O,CHC,Albert Almora,Eduardo Rodriguez,3%,72%,Strikeout Swinging
t2,0-2,2,1--,"4,(0-2) CCFX",,CHC,Jon Jay,Eduardo Rodriguez,-2%,70%,Single to LF (Line Drive to Deep SS-3B Hole); Heyward to 2B
t2,0-2,2,12-,"3,(1-1) FBX",O,CHC,Kyle Schwarber,Eduardo Rodriguez,4%,74%,Groundout: SS-1B (2B-1B)
,,,,,,,,,"0 runs, 2 hits, 0 errors, 2 LOB. Cubs 0, Red Sox 2.","0 runs, 2 hits, 0 errors, 2 LOB. Cubs 0, Red Sox 2.","0 runs, 2 hits, 0 errors, 2 LOB. Cubs 0, Red Sox 2."
"Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 6-7-8"
b2,2-0,0,---,"3,(1-1) BCX",,BOS,Dustin Pedroia,Kyle Hendricks,2%,77%,Single to LF (Ground Ball thru SS-3B Hole)
b2,2-0,0,1--,"5,(2-2) CBBSS",O,BOS,Jackie Bradley Jr.,Kyle Hendricks,-2%,74%,Strikeout Swinging
b2,2-0,1,1--,"8,(2-2) 1BCBFFFFX",OO,BOS,Christian Vazquez,Kyle Hendricks,-4%,70%,Ground Ball Double Play: P-2B-1B (Front of Home)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","0 runs, 1 hit, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","0 runs, 1 hit, 0 errors, 0 LOB. Cubs 0, Red Sox 2."
"Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4","Top of the 3rd, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 2-3-4"
t3,0-2,0,---,"5,(1-2) BFCFS",O,CHC,Kris Bryant,Eduardo Rodriguez,3%,73%,Strikeout Swinging
t3,0-2,1,---,"6,(2-2) BCBCFS",O,CHC,Anthony Rizzo,Eduardo Rodriguez,2%,75%,Strikeout Swinging
t3,0-2,2,---,"7,(3-2) BBBCCFC",O,CHC,Ben Zobrist,Eduardo Rodriguez,1%,76%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2."
"Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Cubs' Kyle Hendricks facing 9-1-2"
b3,2-0,0,---,"5,(3-1) CBBBX",O,BOS,Marco Hernandez,Kyle Hendricks,-2%,74%,Groundout: SS-1B
b3,2-0,1,---,"5,(3-1) BCBBB",,BOS,Xander Bogaerts,Kyle Hendricks,2%,76%,Walk
b3,2-0,1,1--,"1,(0-0) X",OO,BOS,Andrew Benintendi,Kyle Hendricks,-4%,72%,Double Play: Lineout: 2B; Bogaerts out at 1B/2B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 0 LOB. Cubs 0, Red Sox 2."
"Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 4th, Cubs Batting, Behind 0-2, Red Sox' Eduardo Rodriguez facing 5-6-7"
t4,0-2,0,---,"5,(1-2) BCFFS",O,CHC,Addison Russell,Eduardo Rodriguez,3%,75%,Strikeout Swinging (C-1B)
t4,0-2,1,---,"6,(3-2) FBBBFC",O,CHC,Jason Heyward,Eduardo Rodriguez,2%,77%,Strikeout Looking
t4,0-2,2,---,"5,(3-1) FBBBB",,CHC,Willson Contreras,Eduardo Rodriguez,-1%,75%,Walk
t4,0-2,2,1--,"2,(0-1) SX",,CHC,Albert Almora,Eduardo Rodriguez,-4%,71%,Single to RF (Line Drive to Deep 2B-1B); Contreras to 3B; Almora to 2B/Adv on throw
t4,0-2,2,-23,"5,(1-2) SF*BFS",O,CHC,Jon Jay,Eduardo Rodriguez,7%,78%,Strikeout Swinging (C-1B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Cubs 0, Red Sox 2.","0 runs, 1 hit, 0 errors, 2 LOB. Cubs 0, Red Sox 2.","0 runs, 1 hit, 0 errors, 2 LOB. Cubs 0, Red Sox 2."
