Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,HOU,Jose Altuve,Martin Perez,-2%,48%,Lineout: 2B (Deep SS-2B)
t1,0-0,1,---,"5,(3-1) CBBBX",R,HOU,Carlos Correa,Martin Perez,9%,57%,Home Run (Fly Ball to Deep LF Line)
t1,1-0,1,---,"11,(3-2) BBBFFFFFFFC",O,HOU,Alex Bregman,Martin Perez,-2%,55%,Strikeout Looking
t1,1-0,2,---,"5,(3-1) BBBCB",,HOU,Yordan Alvarez,Martin Perez,1%,57%,Walk
t1,1-0,2,1--,"4,(2-1) CBBX",O,HOU,Yuli Gurriel,Martin Perez,-2%,54%,Flyball: RF (Short RF Line)
,,,,,,,,,"1 run, 1 hit, 0 errors, 1 LOB. Astros 1, Red Sox 0.","1 run, 1 hit, 0 errors, 1 LOB. Astros 1, Red Sox 0.","1 run, 1 hit, 0 errors, 1 LOB. Astros 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Astros' Framber Valdez facing 1-2-3"
b1,0-1,0,---,"3,(1-1) CBX",O,BOS,Christian Arroyo,Framber Valdez,2%,57%,Groundout: 2B-1B (Deep SS-2B)
b1,0-1,1,---,"2,(1-0) BX",O,BOS,Rafael Devers,Framber Valdez,2%,59%,Groundout: 1B unassisted
b1,0-1,2,---,"4,(1-2) BCCS",O,BOS,Xander Bogaerts,Framber Valdez,1%,60%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Astros 1, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 1, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 1, Red Sox 0."
"Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8","Top of the 2nd, Astros Batting, Ahead 1-0, Red Sox' Martin Perez facing 6-7-8"
t2,1-0,0,---,"6,(3-2) BCBFBX",,HOU,Michael Brantley,Martin Perez,5%,65%,Double to LF (Line Drive to Short LF Line)
t2,1-0,0,-2-,"1,(0-0) X",,HOU,Kyle Tucker,Martin Perez,7%,72%,Double to CF (Line Drive to Deep CF); Brantley to 3B
t2,1-0,0,-23,"3,(0-2) FFX",RR,HOU,Martin Maldonado,Martin Perez,7%,79%,Single to LF (Line Drive to Short LF Line); Brantley Scores; Tucker Scores
t2,3-0,0,1--,"4,(3-0) BBBB",,HOU,Myles Straw,Martin Perez,3%,82%,Walk; Maldonado to 2B
t2,3-0,0,12-,"6,(3-2) BBCBFC",O,HOU,Jose Altuve,Martin Perez,-3%,79%,Strikeout Looking
