Inning,Win Pct
1,0.5
2,0.48
3,0.57
4,0.55
5,0.57
6,0.54
7,0.57
8,0.59
9,0.6
10,0.65
11,0.72
12,0.79
13,0.82
14,0.79
15,0.87
16,0.87
17,0.91
18,0.94
19,0.92
20,0.9
21,0.92
22,0.92
23,0.93
24,0.92
25,0.92
26,0.92
27,0.9
28,0.92
29,0.93
30,0.94
31,0.95
32,0.93
33,0.96
34,0.96
35,0.96
36,0.94
37,0.92
38,0.94
39,0.94
40,0.96
41,0.95
42,0.95
43,0.95
44,0.93
45,0.88
46,0.92
47,0.95
48,0.97
49,0.97
50,0.97
51,0.96
52,0.96
53,0.97
54,0.96
55,0.97
56,0.98
57,0.98
58,0.98
59,0.98
60,0.98
61,0.99
62,0.99
63,0.99
64,0.99
65,0.99
66,0.99
67,0.98
68,0.99
69,0.99
70,0.98
71,0.99
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
