Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Tyson Ross, L (1-3)",5.0,7,4,4,3,5,0,4.03,24,98,61,40,6,15,8,8,4,0,39.0,,,-0.116,0.75,-0.08%,0.84,-1.1
Reed Garrett,1.2,2,0,0,2,0,0,1.04,8,25,14,12,0,2,2,4,0,0,,0.0,0.0,0.025,0.34,0.02%,0.39,0.7
Jose Fernandez,0.2,2,5,5,2,1,0,67.5,7,26,15,8,4,3,1,2,2,0,,2.0,0.0,-0.015,0.2,-0.01%,0.23,-2.6
Drew VerHagen,0.1,0,2,2,3,1,0,9.0,4,16,4,3,0,1,0,0,0,0,,3.0,3.0,-0.003,0.06,-0.00%,0.07,-2.2
Buck Farmer,0.1,1,0,0,0,0,0,1.13,2,10,5,2,1,2,2,0,0,0,,3.0,2.0,0.0,0.01,0.00%,0.01,-1.2
Team Totals,8.0,12,11,11,10,7,0,12.38,45,175,99,65,11,23,13,14,6,0,39.0,8.0,5.0,-0.109,0.5,-0.07%,0.56,-6.3
