Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"4,(1-2) FFBX",O,DET,Jeimer Candelario,Eduardo Rodriguez,2%,52%,Groundout: SS-1B
t1,0-0,1,---,"4,(3-0) BBBB",,DET,Nick Castellanos,Eduardo Rodriguez,-2%,50%,Walk
t1,0-0,1,1--,"5,(2-2) BCCBX",O,DET,Miguel Cabrera,Eduardo Rodriguez,3%,53%,Lineout: RF (CF-RF)
t1,0-0,2,1--,"5,(2-2) BCS*BS",O,DET,Niko Goodrum,Eduardo Rodriguez,2%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Tigers 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Tyson Ross facing 1-2-3"
b1,0-0,0,---,"8,(3-2) BFBCBFFS",O,BOS,Andrew Benintendi,Tyson Ross,-2%,53%,Strikeout Swinging
b1,0-0,1,---,"6,(2-2) CFBBFC",O,BOS,Mookie Betts,Tyson Ross,-2%,51%,Strikeout Looking
b1,0-0,2,---,"1,(0-0) X",O,BOS,Mitch Moreland,Tyson Ross,-1%,50%,Groundout: 2B-1B (2B-1B)
