Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3"
t1,0-0,0,---,"5,(2-2) CBBCX",,NYY,Brett Gardner,David Price,4%,54%,Single to SS (Ground Ball to Weak SS-2B)
t1,0-0,0,1--,"4,(3-0) BBBB",,NYY,Aaron Judge,David Price,5%,59%,Walk; Gardner to 2B
t1,0-0,0,12-,"4,(2-1) BCBX",RR,NYY,Giancarlo Stanton,David Price,16%,75%,Triple to CF (Fly Ball to Deep CF-RF); Gardner Scores; Judge Scores
t1,2-0,0,--3,"5,(3-1) CBBBX",O,NYY,Didi Gregorius,David Price,-3%,72%,Popfly: 1B (Weak 2B-1B)
t1,2-0,1,--3,"1,(0-0) X",RR,NYY,Gary Sanchez,David Price,9%,81%,Home Run (Fly Ball to Deep LF); Stanton Scores
t1,4-0,1,---,"6,(2-2) BCBSFX",O,NYY,Neil Walker,David Price,-1%,80%,Groundout: SS-1B
t1,4-0,2,---,"5,(3-1) SBBBB",,NYY,Tyler Austin,David Price,1%,81%,Walk
t1,4-0,2,1--,"5,(2-2) BCBSS",O,NYY,Tyler Wade,David Price,-1%,80%,Strikeout Swinging
,,,,,,,,,"4 runs, 3 hits, 0 errors, 1 LOB. Yankees 4, Red Sox 0.","4 runs, 3 hits, 0 errors, 1 LOB. Yankees 4, Red Sox 0.","4 runs, 3 hits, 0 errors, 1 LOB. Yankees 4, Red Sox 0."
