Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b3,0-2,2,-2-,"2,(1-0) *BX",RR,BOS,Rafael Devers,Jake Arrieta,19%,51%,Home Run (Line Drive to Deep CF); Pillar Scores
b2,0-2,0,12-,"6,(2-2) BCSBFX",OO,BOS,Christian Vazquez,Jake Arrieta,-12%,34%,Ground Ball Double Play: 2B-SS-1B (Deep 2B); Bogaerts to 3B
t7,2-4,1,--3,"3,(0-2) CCX",R,PHI,Rhys Hoskins,Ryan Weber,-11%,65%,Reached on E6 (throw) (Ground Ball to SS-3B Hole); Walker Scores; Hoskins to 2B
b7,4-3,2,-2-,"4,(2-1) FB*BX",R,BOS,Rafael Devers,Ramon Rosso,11%,87%,Double to LF (Line Drive); Verdugo Scores
b4,2-2,0,1--,"1,(0-0) X",,BOS,Christian Vazquez,Jake Arrieta,10%,70%,Single to RF (Line Drive to Short RF Line); Moreland to 3B
