home_moneyline,away_team_abbr,date,home_team_abbr,home_score,away_score
,COL,2013-04-30 22:10:00,LAD,6.0,2.0
,BAL,2013-04-30 22:10:00,SEA,2.0,7.0
,NYM,2013-05-01 12:40:00,MIA,6.0,7.0
,MIN,2013-05-01 13:08:00,DET,2.0,6.0
,PIT,2013-05-01 13:10:00,MIL,4.0,6.0
,CIN,2013-05-01 13:45:00,STL,4.0,2.0
,LAA,2013-05-01 15:35:00,OAK,4.0,5.0
,HOU,2013-05-01 19:05:00,NYY,5.0,4.0
,PHI,2013-05-01 19:05:00,CLE,6.0,0.0
,BOS,2013-05-01 19:07:00,TOR,1.0,10.0
,WAS,2013-05-01 19:10:00,ATL,0.0,2.0
,CHW,2013-05-01 20:05:00,TEX,2.0,5.0
,SD,2013-05-01 20:05:00,CHC,6.0,2.0
,TB,2013-05-01 20:10:00,KC,9.0,8.0
,SF,2013-05-01 21:40:00,ARI,6.0,9.0
,BAL,2013-05-01 22:10:00,SEA,8.0,3.0
,COL,2013-05-01 22:10:00,LAD,3.0,7.0
,SD,2013-05-02 14:20:00,CHC,2.0,4.0
,MIA,2013-05-02 19:05:00,PHI,7.0,2.0
,BOS,2013-05-02 19:07:00,TOR,1.0,3.0
,WAS,2013-05-02 19:10:00,ATL,1.0,3.0
,CHW,2013-05-02 20:05:00,TEX,1.0,3.0
,DET,2013-05-02 20:10:00,HOU,3.0,7.0
,STL,2013-05-02 20:10:00,MIL,5.0,6.0
,BAL,2013-05-02 22:05:00,LAA,1.0,5.0
,TB,2013-05-02 14:10:00,KC,,
,CIN,2013-05-03 14:20:00,CHC,5.0,6.0
,MIN,2013-05-03 19:05:00,CLE,7.0,6.0
,MIA,2013-05-03 19:05:00,PHI,4.0,1.0
,OAK,2013-05-03 19:05:00,NYY,0.0,2.0
,WAS,2013-05-03 19:05:00,PIT,3.0,1.0
,SEA,2013-05-03 19:07:00,TOR,0.0,4.0
,NYM,2013-05-03 19:30:00,ATL,5.0,7.0
,BOS,2013-05-03 20:05:00,TEX,7.0,0.0
,STL,2013-05-03 20:10:00,MIL,1.0,6.0
,DET,2013-05-03 20:10:00,HOU,3.0,4.0
,TB,2013-05-03 20:40:00,COL,4.0,7.0
,BAL,2013-05-03 22:05:00,LAA,4.0,0.0
,ARI,2013-05-03 22:10:00,SD,7.0,6.0
,LAD,2013-05-03 22:15:00,SF,2.0,1.0
,CHW,2013-05-03 20:10:00,KC,,
,CIN,2013-05-04 13:05:00,CHC,4.0,6.0
,MIN,2013-05-04 13:05:00,CLE,7.0,3.0
,OAK,2013-05-04 13:05:00,NYY,4.0,2.0
,SEA,2013-05-04 13:07:00,TOR,1.0,8.0
,STL,2013-05-04 16:05:00,MIL,6.0,7.0
,WAS,2013-05-04 16:05:00,PIT,4.0,5.0
,BAL,2013-05-04 16:05:00,LAA,4.0,5.0
,MIA,2013-05-04 19:05:00,PHI,0.0,2.0
,CHW,2013-05-04 19:10:00,KC,2.0,0.0
,DET,2013-05-04 19:10:00,HOU,2.0,17.0
,BOS,2013-05-04 20:05:00,TEX,5.0,1.0
,TB,2013-05-04 20:10:00,COL,9.0,3.0
,ARI,2013-05-04 20:40:00,SD,1.0,8.0
,LAD,2013-05-04 21:05:00,SF,10.0,9.0
,NYM,2013-05-04 19:10:00,ATL,,
,MIN,2013-05-05 13:05:00,CLE,2.0,4.0
,OAK,2013-05-05 13:05:00,NYY,4.0,5.0
,SEA,2013-05-05 13:07:00,TOR,10.0,2.0
,WAS,2013-05-05 13:35:00,PIT,2.0,6.0
,NYM,2013-05-05 13:35:00,ATL,9.0,4.0
,CHW,2013-05-05 14:10:00,KC,6.0,5.0
,STL,2013-05-05 14:10:00,MIL,1.0,10.0
,CIN,2013-05-05 14:20:00,CHC,4.0,7.0
,MIA,2013-05-05 14:35:00,PHI,2.0,14.0
,BOS,2013-05-05 15:05:00,TEX,4.0,3.0
,BAL,2013-05-05 15:35:00,LAA,4.0,8.0
,ARI,2013-05-05 16:10:00,SD,5.0,1.0
,DET,2013-05-05 16:10:00,HOU,0.0,9.0
,TB,2013-05-05 16:10:00,COL,3.0,8.0
,LAD,2013-05-05 20:00:00,SF,4.0,3.0
,CHW,2013-05-06 14:10:00,KC,1.0,2.0
,OAK,2013-05-06 19:05:00,CLE,7.0,3.0
,MIN,2013-05-06 19:10:00,BOS,6.0,5.0
,ATL,2013-05-06 19:10:00,CIN,4.0,7.0
,TOR,2013-05-06 19:10:00,TB,7.0,8.0
,TEX,2013-05-06 20:05:00,CHC,9.0,2.0
,ARI,2013-05-06 22:10:00,LAD,2.0,9.0
,MIA,2013-05-06 22:10:00,SD,5.0,0.0
,PHI,2013-05-06 22:15:00,SF,2.0,6.0
,KC,2013-05-07 19:05:00,BAL,4.0,3.0
,OAK,2013-05-07 19:05:00,CLE,1.0,0.0
,SEA,2013-05-07 19:05:00,PIT,4.0,1.0
,TOR,2013-05-07 19:10:00,TB,4.0,6.0
,MIN,2013-05-07 19:10:00,BOS,1.0,6.0
,ATL,2013-05-07 19:10:00,CIN,5.0,4.0
,CHW,2013-05-07 19:10:00,NYM,1.0,0.0
,STL,2013-05-07 20:05:00,CHC,2.0,1.0
,LAA,2013-05-07 20:10:00,HOU,7.0,6.0
,TEX,2013-05-07 20:10:00,MIL,6.0,3.0
,NYY,2013-05-07 20:40:00,COL,2.0,0.0
,ARI,2013-05-07 22:10:00,LAD,3.0,5.0
,MIA,2013-05-07 22:10:00,SD,5.0,1.0
,PHI,2013-05-07 22:15:00,SF,2.0,6.0
,DET,2013-05-07 19:05:00,WAS,,
,ATL,2013-05-08 12:35:00,CIN,2.0,7.0
,SEA,2013-05-08 12:35:00,PIT,1.0,2.0
,STL,2013-05-08 14:20:00,CHC,4.0,5.0
,MIA,2013-05-08 15:40:00,SD,1.0,0.0
,PHI,2013-05-08 15:45:00,SF,4.0,3.0
,OAK,2013-05-08 19:05:00,CLE,4.0,3.0
,DET,2013-05-08 19:05:00,WAS,3.0,1.0
,KC,2013-05-08 19:05:00,BAL,5.0,3.0
,CHW,2013-05-08 19:10:00,NYM,3.0,6.0
,TOR,2013-05-08 19:10:00,TB,10.0,4.0
,MIN,2013-05-08 19:10:00,BOS,8.0,15.0
,LAA,2013-05-08 20:10:00,HOU,3.0,1.0
,TEX,2013-05-08 20:10:00,MIL,1.0,4.0
,NYY,2013-05-08 20:40:00,COL,2.0,3.0
,ARI,2013-05-08 22:10:00,LAD,2.0,3.0
,OAK,2013-05-09 12:05:00,CLE,9.0,2.0
,NYY,2013-05-09 15:10:00,COL,1.0,3.0
,DET,2013-05-09 16:05:00,WAS,5.0,4.0
,KC,2013-05-09 19:05:00,BAL,2.0,6.0
,MIN,2013-05-09 19:10:00,BOS,3.0,5.0
,PIT,2013-05-09 19:10:00,NYM,3.0,2.0
,TOR,2013-05-09 19:10:00,TB,5.0,4.0
,LAA,2013-05-09 20:10:00,HOU,5.0,6.0
,PHI,2013-05-09 21:40:00,ARI,2.0,1.0
,ATL,2013-05-09 22:15:00,SF,3.0,6.0
,CHC,2013-05-10 19:05:00,WAS,7.0,3.0
,CLE,2013-05-10 19:08:00,DET,10.0,4.0
,MIL,2013-05-10 19:10:00,CIN,4.0,3.0
,TOR,2013-05-10 19:10:00,BOS,5.0,0.0
,PIT,2013-05-10 19:10:00,NYM,3.0,7.0
,SD,2013-05-10 19:10:00,TB,6.0,3.0
,TEX,2013-05-10 20:10:00,HOU,2.0,4.0
,LAA,2013-05-10 20:10:00,CHW,5.0,7.0
,NYY,2013-05-10 20:10:00,KC,6.0,11.0
,BAL,2013-05-10 20:10:00,MIN,6.0,9.0
,COL,2013-05-10 20:15:00,STL,3.0,0.0
,PHI,2013-05-10 21:40:00,ARI,3.0,2.0
,MIA,2013-05-10 22:10:00,LAD,4.0,5.0
,OAK,2013-05-10 22:10:00,SEA,6.0,3.0
,ATL,2013-05-10 22:15:00,SF,8.0,2.0
,PIT,2013-05-11 13:10:00,NYM,2.0,11.0
,TOR,2013-05-11 13:35:00,BOS,2.0,3.0
,COL,2013-05-11 14:15:00,STL,3.0,0.0
,CHC,2013-05-11 16:05:00,WAS,2.0,8.0
,ATL,2013-05-11 16:05:00,SF,10.0,1.0
,MIL,2013-05-11 16:10:00,CIN,13.0,7.0
,SD,2013-05-11 18:10:00,TB,8.0,7.0
,CLE,2013-05-11 19:08:00,DET,6.0,7.0
,TEX,2013-05-11 19:10:00,HOU,7.0,8.0
,LAA,2013-05-11 19:10:00,CHW,2.0,3.0
,BAL,2013-05-11 19:10:00,MIN,8.0,5.0
,NYY,2013-05-11 19:10:00,KC,2.0,3.0
,PHI,2013-05-11 20:10:00,ARI,1.0,3.0
,MIA,2013-05-11 21:10:00,LAD,7.0,1.0
,OAK,2013-05-11 21:10:00,SEA,3.0,4.0
,NYY,2013-05-13 12:05:00,CLE,1.0,0.0
,NYY,2013-05-13 15:35:00,CLE,0.0,7.0
,MIL,2013-05-13 19:05:00,PIT,1.0,5.0
,NYM,2013-05-13 19:05:00,STL,6.0,3.0
,HOU,2013-05-13 19:08:00,DET,7.0,2.0
,COL,2013-05-13 20:05:00,CHC,9.0,1.0
,CHW,2013-05-13 20:10:00,MIN,10.0,3.0
,ATL,2013-05-13 21:40:00,ARI,1.0,10.0
,KC,2013-05-13 22:05:00,LAA,4.0,11.0
,TEX,2013-05-13 22:05:00,OAK,5.0,1.0
,WAS,2013-05-13 22:10:00,LAD,2.0,6.0
,CLE,2013-05-12 13:08:00,DET,3.0,4.0
,MIL,2013-05-12 13:10:00,CIN,5.0,1.0
,PIT,2013-05-12 13:10:00,NYM,2.0,3.0
,CHC,2013-05-12 13:35:00,WAS,1.0,2.0
,TOR,2013-05-12 13:35:00,BOS,4.0,12.0
,SD,2013-05-12 13:40:00,TB,4.0,2.0
,NYY,2013-05-12 14:10:00,KC,2.0,4.0
,BAL,2013-05-12 14:10:00,MIN,0.0,6.0
,TEX,2013-05-12 14:10:00,HOU,7.0,12.0
,COL,2013-05-12 14:15:00,STL,2.0,8.0
,ATL,2013-05-12 16:05:00,SF,5.0,1.0
,PHI,2013-05-12 16:10:00,ARI,2.0,4.0
,MIA,2013-05-12 16:10:00,LAD,5.0,3.0
,OAK,2013-05-12 16:10:00,SEA,6.0,1.0
,LAA,2013-05-12 20:05:00,CHW,3.0,0.0
,SD,2013-05-14 19:05:00,BAL,2.0,3.0
,CLE,2013-05-14 19:05:00,PHI,6.0,2.0
,MIL,2013-05-14 19:05:00,PIT,4.0,3.0
,SEA,2013-05-14 19:05:00,NYY,4.0,3.0
,SF,2013-05-14 19:07:00,TOR,10.0,6.0
,HOU,2013-05-14 19:08:00,DET,6.0,2.0
,CIN,2013-05-14 19:10:00,MIA,2.0,6.0
,BOS,2013-05-14 19:10:00,TB,5.0,3.0
,COL,2013-05-14 20:05:00,CHC,4.0,9.0
,CHW,2013-05-14 20:10:00,MIN,2.0,4.0
,NYM,2013-05-14 20:15:00,STL,10.0,4.0
,ATL,2013-05-14 21:40:00,ARI,2.0,0.0
,KC,2013-05-14 22:05:00,LAA,6.0,2.0
,TEX,2013-05-14 22:05:00,OAK,5.0,6.0
,WAS,2013-05-14 22:10:00,LAD,2.0,0.0
,SD,2013-05-15 12:35:00,BAL,4.0,8.0
,CLE,2013-05-15 13:05:00,PHI,4.0,10.0
,HOU,2013-05-15 13:08:00,DET,5.0,7.0
,CHW,2013-05-15 13:10:00,MIN,4.0,9.0
,TEX,2013-05-15 15:35:00,OAK,2.0,6.0
,ATL,2013-05-15 15:40:00,ARI,5.0,3.0
,MIL,2013-05-15 19:05:00,PIT,3.0,1.0
,SEA,2013-05-15 19:05:00,NYY,2.0,12.0
,SF,2013-05-15 19:07:00,TOR,11.0,3.0
,BOS,2013-05-15 19:10:00,TB,2.0,9.0
,CIN,2013-05-15 19:10:00,MIA,0.0,4.0
,COL,2013-05-15 20:05:00,CHC,6.0,3.0
,NYM,2013-05-15 20:15:00,STL,4.0,2.0
,KC,2013-05-15 22:05:00,LAA,5.0,9.0
,WAS,2013-05-15 22:10:00,LAD,3.0,1.0
,NYM,2013-05-16 13:45:00,STL,2.0,5.0
,SEA,2013-05-16 19:05:00,NYY,2.0,3.0
,MIL,2013-05-16 19:05:00,PIT,7.0,1.0
,BOS,2013-05-16 19:10:00,TB,3.0,4.0
,CIN,2013-05-16 19:10:00,MIA,3.0,5.0
,DET,2013-05-16 20:05:00,TEX,10.0,4.0
,SF,2013-05-16 20:40:00,COL,6.0,8.0
,CHW,2013-05-16 22:05:00,LAA,4.0,5.0
,WAS,2013-05-16 22:10:00,SD,2.0,6.0
,NYM,2013-05-17 14:20:00,CHC,2.0,3.0
,SEA,2013-05-17 19:05:00,CLE,6.0,3.0
,CIN,2013-05-17 19:05:00,PHI,5.0,3.0
,TB,2013-05-17 19:05:00,BAL,10.0,12.0
,HOU,2013-05-17 19:05:00,PIT,5.0,4.0
,TOR,2013-05-17 19:05:00,NYY,5.0,0.0
,ARI,2013-05-17 19:10:00,MIA,2.0,9.0
,LAD,2013-05-17 19:30:00,ATL,8.0,5.0
,DET,2013-05-17 20:05:00,TEX,1.0,2.0
,BOS,2013-05-17 20:10:00,MIN,2.0,3.0
,MIL,2013-05-17 20:15:00,STL,7.0,6.0
,SF,2013-05-17 20:40:00,COL,10.0,9.0
,CHW,2013-05-17 22:05:00,LAA,0.0,3.0
,KC,2013-05-17 22:05:00,OAK,2.0,1.0
,WAS,2013-05-17 22:10:00,SD,5.0,6.0
,NYM,2013-05-18 13:05:00,CHC,8.0,2.0
,SEA,2013-05-18 13:05:00,CLE,5.0,4.0
,TOR,2013-05-18 13:05:00,NYY,7.0,2.0
,CHW,2013-05-18 16:05:00,LAA,12.0,9.0
,CIN,2013-05-18 16:05:00,PHI,0.0,10.0
,TB,2013-05-18 16:05:00,BAL,6.0,10.0
,HOU,2013-05-18 19:05:00,PIT,2.0,4.0
,ARI,2013-05-18 19:10:00,MIA,0.0,1.0
,BOS,2013-05-18 19:10:00,MIN,5.0,12.0
,LAD,2013-05-18 19:10:00,ATL,3.0,1.0
,MIL,2013-05-18 19:15:00,STL,4.0,6.0
,DET,2013-05-18 20:05:00,TEX,7.0,2.0
,SF,2013-05-18 20:10:00,COL,10.0,2.0
,WAS,2013-05-18 20:40:00,SD,2.0,1.0
,KC,2013-05-18 21:05:00,OAK,2.0,1.0
,SEA,2013-05-19 13:05:00,CLE,6.0,0.0
,ARI,2013-05-19 13:10:00,MIA,2.0,1.0
,LAD,2013-05-19 13:35:00,ATL,5.0,2.0
,CIN,2013-05-19 13:35:00,PHI,3.0,2.0
,TB,2013-05-19 13:35:00,BAL,1.0,3.0
,HOU,2013-05-19 13:35:00,PIT,1.0,0.0
,BOS,2013-05-19 14:10:00,MIN,1.0,5.0
,MIL,2013-05-19 14:15:00,STL,4.0,2.0
,NYM,2013-05-19 14:20:00,CHC,3.0,4.0
,CHW,2013-05-19 15:35:00,LAA,6.0,2.0
,KC,2013-05-19 16:05:00,OAK,4.0,3.0
,SF,2013-05-19 16:10:00,COL,5.0,0.0
,WAS,2013-05-19 16:10:00,SD,13.0,4.0
,DET,2013-05-19 20:05:00,TEX,11.0,8.0
,TOR,2013-05-19 13:05:00,NYY,,
,SEA,2013-05-20 12:05:00,CLE,10.0,8.0
,TB,2013-05-20 13:07:00,TOR,7.0,5.0
,NYY,2013-05-20 19:05:00,BAL,4.0,6.0
,MIN,2013-05-20 19:10:00,ATL,5.0,1.0
,CIN,2013-05-20 19:10:00,NYM,3.0,4.0
,PHI,2013-05-20 19:10:00,MIA,5.0,1.0
,OAK,2013-05-20 20:05:00,TEX,2.0,9.0
,KC,2013-05-20 20:10:00,HOU,6.0,5.0
,LAD,2013-05-20 20:10:00,MIL,1.0,3.0
,BOS,2013-05-20 20:10:00,CHW,6.0,4.0
,ARI,2013-05-20 20:40:00,COL,1.0,5.0
,STL,2013-05-20 22:10:00,SD,4.0,2.0
,WAS,2013-05-20 22:15:00,SF,8.0,0.0
,NYY,2013-05-21 19:05:00,BAL,3.0,2.0
,CHC,2013-05-21 19:05:00,PIT,5.0,4.0
,DET,2013-05-21 19:05:00,CLE,1.0,5.0
,TB,2013-05-21 19:07:00,TOR,3.0,4.0
,PHI,2013-05-21 19:10:00,MIA,3.0,7.0
,CIN,2013-05-21 19:10:00,NYM,0.0,4.0
,MIN,2013-05-21 19:10:00,ATL,5.0,4.0
,OAK,2013-05-21 20:05:00,TEX,0.0,1.0
,BOS,2013-05-21 20:10:00,CHW,3.0,1.0
,KC,2013-05-21 20:10:00,HOU,3.0,7.0
,LAD,2013-05-21 20:10:00,MIL,5.0,2.0
,ARI,2013-05-21 20:40:00,COL,5.0,4.0
,SEA,2013-05-21 22:05:00,LAA,12.0,0.0
,STL,2013-05-21 22:10:00,SD,2.0,10.0
,WAS,2013-05-21 22:15:00,SF,4.0,2.0
,MIN,2013-05-22 12:10:00,ATL,8.0,3.0
,CIN,2013-05-22 13:10:00,NYM,4.0,7.0
,LAD,2013-05-22 13:10:00,MIL,2.0,9.0
,OAK,2013-05-22 14:05:00,TEX,3.0,1.0
,ARI,2013-05-22 15:10:00,COL,4.0,1.0
,WAS,2013-05-22 15:45:00,SF,1.0,2.0
,TB,2013-05-22 16:37:00,TOR,4.0,3.0
,NYY,2013-05-22 19:05:00,BAL,6.0,3.0
,SEA,2013-05-22 19:05:00,LAA,7.0,1.0
,CHC,2013-05-22 19:05:00,PIT,1.0,0.0
,DET,2013-05-22 19:05:00,CLE,7.0,11.0
,PHI,2013-05-22 19:10:00,MIA,0.0,3.0
,KC,2013-05-22 20:10:00,HOU,3.0,1.0
,BOS,2013-05-22 20:10:00,CHW,2.0,6.0
,STL,2013-05-22 22:10:00,SD,3.0,5.0
,CHC,2013-05-23 12:35:00,PIT,4.0,2.0
,BAL,2013-05-23 19:07:00,TOR,12.0,6.0
,MIN,2013-05-23 19:08:00,DET,7.0,6.0
,CLE,2013-05-23 19:10:00,BOS,3.0,12.0
,LAA,2013-05-23 20:10:00,KC,4.0,5.0
,PHI,2013-05-24 19:05:00,WAS,5.0,2.0
,BAL,2013-05-24 19:07:00,TOR,6.0,10.0
,MIN,2013-05-24 19:08:00,DET,6.0,0.0
,CLE,2013-05-24 19:10:00,BOS,8.0,1.0
,ATL,2013-05-24 19:10:00,NYM,5.0,7.0
,CHC,2013-05-24 19:10:00,CIN,7.0,4.0
,NYY,2013-05-24 19:10:00,TB,4.0,9.0
,LAA,2013-05-24 20:10:00,KC,2.0,5.0
,PIT,2013-05-24 20:10:00,MIL,2.0,1.0
,MIA,2013-05-24 20:10:00,CHW,4.0,3.0
,OAK,2013-05-24 20:10:00,HOU,5.0,6.0
,SD,2013-05-24 21:40:00,ARI,5.0,2.0
,STL,2013-05-24 22:10:00,LAD,0.0,7.0
,TEX,2013-05-24 22:10:00,SEA,5.0,9.0
,COL,2013-05-24 22:15:00,SF,0.0,5.0
,BAL,2013-05-25 13:07:00,TOR,5.0,6.0
,CLE,2013-05-25 13:35:00,BOS,7.0,4.0
,LAA,2013-05-25 14:10:00,KC,0.0,7.0
,COL,2013-05-25 16:05:00,SF,6.0,5.0
,MIN,2013-05-25 16:08:00,DET,2.0,3.0
,CHC,2013-05-25 16:10:00,CIN,5.0,2.0
,PIT,2013-05-25 16:10:00,MIL,2.0,5.0
,NYY,2013-05-25 16:10:00,TB,3.0,4.0
,PHI,2013-05-25 19:15:00,WAS,3.0,5.0
,OAK,2013-05-25 19:15:00,HOU,5.0,11.0
,STL,2013-05-25 19:15:00,LAD,5.0,3.0
,ATL,2013-05-25 19:15:00,NYM,0.0,6.0
,MIA,2013-05-25 19:15:00,CHW,2.0,1.0
,SD,2013-05-25 22:10:00,ARI,4.0,10.0
,TEX,2013-05-25 22:10:00,SEA,2.0,5.0
,BAL,2013-05-26 13:07:00,TOR,6.0,5.0
,MIN,2013-05-26 13:08:00,DET,6.0,1.0
,CHC,2013-05-26 13:10:00,CIN,4.0,5.0
,CLE,2013-05-26 13:35:00,BOS,6.0,5.0
,PHI,2013-05-26 13:35:00,WAS,6.0,1.0
,NYY,2013-05-26 13:40:00,TB,8.0,3.0
,OAK,2013-05-26 14:10:00,HOU,2.0,6.0
,LAA,2013-05-26 14:10:00,KC,2.0,5.0
,PIT,2013-05-26 14:10:00,MIL,4.0,5.0
,MIA,2013-05-26 14:10:00,CHW,5.0,3.0
,COL,2013-05-26 16:05:00,SF,7.0,3.0
,SD,2013-05-26 16:10:00,ARI,6.0,5.0
,STL,2013-05-26 16:10:00,LAD,3.0,5.0
,TEX,2013-05-26 16:10:00,SEA,4.0,3.0
,ATL,2013-05-26 20:05:00,NYM,4.0,2.0
,BAL,2013-05-27 13:05:00,WAS,2.0,6.0
,PIT,2013-05-27 13:08:00,DET,6.0,5.0
,CLE,2013-05-27 13:10:00,CIN,4.0,2.0
,COL,2013-05-27 14:10:00,HOU,3.0,2.0
,STL,2013-05-27 14:10:00,KC,3.0,6.0
,MIN,2013-05-27 14:10:00,MIL,3.0,6.0
,MIA,2013-05-27 15:10:00,TB,10.0,6.0
,TEX,2013-05-27 15:40:00,ARI,5.0,3.0
,SF,2013-05-27 16:05:00,OAK,4.0,1.0
,SD,2013-05-27 16:10:00,SEA,9.0,0.0
,ATL,2013-05-27 19:07:00,TOR,9.0,3.0
,CHC,2013-05-27 19:10:00,CHW,0.0,7.0
,PHI,2013-05-27 19:10:00,BOS,9.0,3.0
,NYY,2013-05-27 19:10:00,NYM,2.0,1.0
,LAA,2013-05-27 20:10:00,LAD,8.0,7.0
,TEX,2013-05-27 21:40:00,ARI,5.0,4.0
,ATL,2013-05-28 12:37:00,TOR,6.0,7.0
,COL,2013-05-28 14:10:00,HOU,1.0,2.0
,BAL,2013-05-28 19:05:00,WAS,9.0,3.0
,PIT,2013-05-28 19:08:00,DET,0.0,1.0
,CLE,2013-05-28 19:10:00,CIN,8.0,2.0
,PHI,2013-05-28 19:10:00,BOS,1.0,3.0
,MIA,2013-05-28 19:10:00,TB,7.0,6.0
,NYY,2013-05-28 19:10:00,NYM,2.0,1.0
,MIN,2013-05-28 20:10:00,MIL,5.0,6.0
,STL,2013-05-28 20:10:00,KC,1.0,4.0
,SF,2013-05-28 22:05:00,OAK,6.0,3.0
,SD,2013-05-28 22:10:00,SEA,1.0,6.0
,LAA,2013-05-28 22:10:00,LAD,3.0,0.0
,CHC,2013-05-28 20:10:00,CHW,,
,CHW,2013-05-29 14:20:00,CHC,9.0,3.0
,CIN,2013-05-29 19:05:00,CLE,5.0,2.0
,DET,2013-05-29 19:05:00,PIT,5.0,3.0
,WAS,2013-05-29 19:05:00,BAL,9.0,6.0
,BOS,2013-05-29 19:05:00,PHI,4.0,3.0
,NYM,2013-05-29 19:05:00,NYY,4.0,9.0
,TB,2013-05-29 19:10:00,MIA,1.0,3.0
,TOR,2013-05-29 19:10:00,ATL,0.0,3.0
,MIL,2013-05-29 20:10:00,MIN,4.0,1.0
,KC,2013-05-29 20:15:00,STL,5.0,3.0
,HOU,2013-05-29 20:40:00,COL,3.0,6.0
,LAD,2013-05-29 22:05:00,LAA,4.0,3.0
,SEA,2013-05-29 22:10:00,SD,3.0,2.0
,OAK,2013-05-29 22:15:00,SF,6.0,9.0
,ARI,2013-05-29 20:05:00,TEX,,
,ARI,2013-05-30 14:05:00,TEX,9.0,5.0
,CHW,2013-05-30 14:20:00,CHC,8.0,3.0
,SEA,2013-05-30 15:40:00,SD,1.0,7.0
,OAK,2013-05-30 15:45:00,SF,5.0,2.0
,NYM,2013-05-30 19:05:00,NYY,1.0,3.0
,CIN,2013-05-30 19:05:00,CLE,7.0,1.0
,DET,2013-05-30 19:05:00,PIT,1.0,0.0
,BOS,2013-05-30 19:05:00,PHI,2.0,9.0
,WAS,2013-05-30 19:05:00,BAL,2.0,0.0
,TOR,2013-05-30 19:10:00,ATL,11.0,3.0
,TB,2013-05-30 19:10:00,MIA,2.0,5.0
,MIL,2013-05-30 20:10:00,MIN,8.0,6.0
,KC,2013-05-30 20:15:00,STL,2.0,4.0
,HOU,2013-05-30 20:40:00,COL,5.0,7.0
,LAD,2013-05-30 22:05:00,LAA,3.0,2.0
,ARI,2013-05-31 14:20:00,CHC,7.0,2.0
,BOS,2013-05-31 19:05:00,NYY,4.0,1.0
,TB,2013-05-31 19:05:00,CLE,2.0,9.0
,CIN,2013-05-31 19:05:00,PIT,0.0,6.0
,DET,2013-05-31 19:05:00,BAL,7.0,5.0
,MIL,2013-05-31 19:05:00,PHI,5.0,8.0
,NYM,2013-05-31 19:10:00,MIA,5.0,1.0
,WAS,2013-05-31 19:30:00,ATL,2.0,3.0
,KC,2013-05-31 20:05:00,TEX,7.0,2.0
,SEA,2013-05-31 20:10:00,MIN,0.0,3.0
,LAD,2013-05-31 20:40:00,COL,5.0,7.0
,HOU,2013-05-31 22:05:00,LAA,3.0,6.0
,CHW,2013-05-31 22:05:00,OAK,3.0,0.0
,TOR,2013-05-31 22:10:00,SD,4.0,3.0
,SF,2013-05-31 20:15:00,STL,,
,TB,2013-06-01 13:05:00,CLE,5.0,0.0
,SEA,2013-06-01 13:10:00,MIN,5.0,4.0
,SF,2013-06-01 13:15:00,STL,8.0,0.0
,KC,2013-06-01 16:05:00,TEX,1.0,4.0
,CHW,2013-06-01 16:05:00,OAK,4.0,3.0
,MIL,2013-06-01 16:05:00,PHI,3.0,4.0
,DET,2013-06-01 16:05:00,BAL,3.0,10.0
,LAD,2013-06-01 16:10:00,COL,7.0,6.0
,NYM,2013-06-01 16:10:00,MIA,8.0,1.0
,SF,2013-06-01 19:15:00,STL,7.0,1.0
,CIN,2013-06-01 19:15:00,PIT,0.0,2.0
,ARI,2013-06-01 19:15:00,CHC,4.0,12.0
,BOS,2013-06-01 19:15:00,NYY,1.0,11.0
,WAS,2013-06-01 19:15:00,ATL,2.0,1.0
,HOU,2013-06-01 22:05:00,LAA,0.0,2.0
,TOR,2013-06-01 22:10:00,SD,4.0,3.0
,TB,2013-06-02 13:05:00,CLE,3.0,11.0
,NYM,2013-06-02 13:10:00,MIA,11.0,6.0
,MIL,2013-06-02 13:35:00,PHI,7.0,5.0
,CIN,2013-06-02 13:35:00,PIT,5.0,4.0
,DET,2013-06-02 13:35:00,BAL,4.0,2.0
,WAS,2013-06-02 13:35:00,ATL,6.0,3.0
,SEA,2013-06-02 14:10:00,MIN,10.0,0.0
,SF,2013-06-02 14:15:00,STL,2.0,4.0
,ARI,2013-06-02 14:20:00,CHC,4.0,8.0
,KC,2013-06-02 15:05:00,TEX,3.0,1.0
,HOU,2013-06-02 15:35:00,LAA,4.0,5.0
,CHW,2013-06-02 16:05:00,OAK,2.0,0.0
,LAD,2013-06-02 16:10:00,COL,7.0,2.0
,BOS,2013-06-02 20:00:00,NYY,0.0,3.0
,TOR,2013-06-02 22:10:00,SD,4.0,7.0
,CLE,2013-06-03 19:05:00,NYY,7.0,4.0
,MIA,2013-06-03 19:05:00,PHI,7.0,2.0
,PIT,2013-06-03 19:10:00,ATL,7.0,2.0
,COL,2013-06-03 19:10:00,CIN,3.0,0.0
,OAK,2013-06-03 20:10:00,MIL,2.0,10.0
,ARI,2013-06-03 20:15:00,STL,7.0,1.0
,HOU,2013-06-03 22:05:00,LAA,1.0,2.0
,SD,2013-06-03 22:10:00,LAD,2.0,1.0
,CHW,2013-06-03 22:10:00,SEA,4.0,2.0
,CLE,2013-06-04 19:05:00,NYY,4.0,3.0
,MIA,2013-06-04 19:05:00,PHI,7.0,3.0
,NYM,2013-06-04 19:05:00,WAS,3.0,2.0
,TB,2013-06-04 19:08:00,DET,10.0,1.0
,COL,2013-06-04 19:10:00,CIN,4.0,5.0
,TEX,2013-06-04 19:10:00,BOS,17.0,5.0
