home_moneyline,away_team_abbr,date,home_team_abbr,home_score,away_score
,CHW,2018-04-04 19:07:00,TOR,3.0,4.0
,SEA,2018-04-04 19:15:00,SF,10.0,1.0
,STL,2018-04-04 19:40:00,MIL,0.0,6.0
,TEX,2018-04-04 22:05:00,OAK,6.0,2.0
,COL,2018-04-04 22:10:00,SD,2.0,5.0
,KC,2018-04-04 13:10:00,DET,,
,NYM,2018-04-05 13:05:00,WAS,2.0,8.0
,TB,2018-04-05 14:05:00,BOS,3.0,2.0
,MIA,2018-04-05 15:05:00,PHI,5.0,0.0
,TEX,2018-04-05 15:35:00,OAK,3.0,6.0
,COL,2018-04-05 15:40:00,SD,1.0,3.0
,SEA,2018-04-05 16:10:00,MIN,4.0,2.0
,DET,2018-04-05 16:10:00,CHW,7.0,9.0
,BAL,2018-04-05 18:35:00,NYY,2.0,5.0
,CIN,2018-04-05 19:05:00,PIT,5.0,2.0
,ARI,2018-04-05 19:15:00,STL,1.0,3.0
,CHC,2018-04-05 20:10:00,MIL,0.0,8.0
,ATL,2018-04-06 16:10:00,COL,3.0,8.0
,KC,2018-04-06 16:10:00,CLE,3.0,2.0
,BAL,2018-04-06 19:05:00,NYY,3.0,7.0
,CIN,2018-04-06 19:05:00,PIT,14.0,3.0
,TOR,2018-04-06 20:05:00,TEX,5.0,8.0
,CHC,2018-04-06 20:10:00,MIL,5.0,4.0
,SD,2018-04-06 20:10:00,HOU,1.0,4.0
,OAK,2018-04-06 22:07:00,LAA,13.0,9.0
,LAD,2018-04-06 22:15:00,SF,,
,BAL,2018-04-07 13:05:00,NYY,8.0,3.0
,NYM,2018-04-07 13:05:00,WAS,2.0,3.0
,TB,2018-04-07 13:05:00,BOS,10.0,3.0
,DET,2018-04-07 14:10:00,CHW,1.0,6.0
,SEA,2018-04-07 14:10:00,MIN,4.0,11.0
,ARI,2018-04-07 14:15:00,STL,5.0,3.0
,CHC,2018-04-07 16:05:00,MIL,2.0,5.0
,KC,2018-04-07 16:10:00,CLE,0.0,1.0
,LAD,2018-04-07 18:05:00,SF,7.0,5.0
,MIA,2018-04-07 18:05:00,PHI,20.0,1.0
,CIN,2018-04-07 19:05:00,PIT,4.0,7.0
,SD,2018-04-07 19:10:00,HOU,1.0,0.0
,TOR,2018-04-07 20:05:00,TEX,5.0,1.0
,ATL,2018-04-07 20:10:00,COL,3.0,2.0
,OAK,2018-04-07 21:07:00,LAA,3.0,7.0
,BAL,2018-04-08 13:05:00,NYY,7.0,8.0
,TB,2018-04-08 13:05:00,BOS,8.0,7.0
,KC,2018-04-08 13:10:00,CLE,3.0,1.0
,CIN,2018-04-08 13:35:00,PIT,5.0,0.0
,MIA,2018-04-08 13:35:00,PHI,3.0,6.0
,CHC,2018-04-08 14:10:00,MIL,0.0,3.0
,SD,2018-04-08 14:10:00,HOU,4.0,1.0
,DET,2018-04-08 14:10:00,CHW,0.0,1.0
,ARI,2018-04-08 14:15:00,STL,1.0,4.0
,TOR,2018-04-08 15:05:00,TEX,4.0,7.0
,ATL,2018-04-08 15:10:00,COL,0.0,4.0
,LAD,2018-04-08 16:05:00,SF,1.0,2.0
,OAK,2018-04-08 16:07:00,LAA,6.0,1.0
,NYM,2018-04-08 20:08:00,WAS,5.0,6.0
,SEA,2018-04-08 14:10:00,MIN,,
,TB,2018-04-09 14:10:00,CHW,4.0,5.0
,DET,2018-04-09 18:10:00,CLE,2.0,0.0
,ATL,2018-04-09 19:05:00,WAS,2.0,0.0
,TOR,2018-04-09 19:05:00,BAL,1.0,7.0
,CIN,2018-04-09 19:05:00,PHI,6.0,5.0
,MIL,2018-04-09 19:05:00,STL,4.0,5.0
,NYM,2018-04-09 19:10:00,MIA,2.0,4.0
,LAA,2018-04-09 20:05:00,TEX,3.0,8.0
,HOU,2018-04-09 20:10:00,MIN,0.0,2.0
,SEA,2018-04-09 20:15:00,KC,10.0,0.0
,SD,2018-04-09 20:40:00,COL,6.0,7.0
,ARI,2018-04-09 22:15:00,SF,1.0,2.0
,PIT,2018-04-09 15:20:00,CHC,,
,TB,2018-04-10 14:10:00,CHW,5.0,6.0
,PIT,2018-04-10 14:20:00,CHC,5.0,8.0
,DET,2018-04-10 18:10:00,CLE,2.0,1.0
,ATL,2018-04-10 19:05:00,WAS,4.0,1.0
,TOR,2018-04-10 19:05:00,BAL,1.0,2.0
,CIN,2018-04-10 19:05:00,PHI,6.0,1.0
,NYM,2018-04-10 19:10:00,MIA,6.0,8.0
,NYY,2018-04-10 19:10:00,BOS,14.0,1.0
,LAA,2018-04-10 20:05:00,TEX,1.0,11.0
,HOU,2018-04-10 20:10:00,MIN,4.0,1.0
,MIL,2018-04-10 20:15:00,STL,5.0,3.0
,SEA,2018-04-10 20:15:00,KC,3.0,8.0
,SD,2018-04-10 20:40:00,COL,2.0,5.0
,OAK,2018-04-10 22:10:00,LAD,4.0,0.0
,ARI,2018-04-10 22:15:00,SF,5.0,4.0
,ATL,2018-04-11 13:05:00,WAS,3.0,5.0
,HOU,2018-04-11 13:10:00,MIN,9.0,8.0
,MIL,2018-04-11 13:15:00,STL,2.0,3.0
,TB,2018-04-11 14:10:00,CHW,2.0,1.0
,SEA,2018-04-11 14:15:00,KC,2.0,4.0
,SD,2018-04-11 15:10:00,COL,6.0,4.0
,ARI,2018-04-11 15:45:00,SF,3.0,7.0
,DET,2018-04-11 18:10:00,CLE,5.0,1.0
,TOR,2018-04-11 19:05:00,BAL,5.0,3.0
,CIN,2018-04-11 19:05:00,PHI,4.0,3.0
,NYM,2018-04-11 19:10:00,MIA,1.0,4.0
,NYY,2018-04-11 19:10:00,BOS,7.0,10.0
,LAA,2018-04-11 20:05:00,TEX,2.0,7.0
,PIT,2018-04-11 20:05:00,CHC,13.0,5.0
,OAK,2018-04-11 22:10:00,LAD,6.0,16.0
,PIT,2018-04-12 14:20:00,CHC,1.0,6.0
,DET,2018-04-12 18:10:00,CLE,9.0,3.0
,STL,2018-04-12 18:40:00,CIN,4.0,13.0
,COL,2018-04-12 19:05:00,WAS,1.0,5.0
,NYY,2018-04-12 19:10:00,BOS,6.0,3.0
,CHW,2018-04-12 20:10:00,MIN,4.0,0.0
,LAA,2018-04-12 20:15:00,KC,1.0,7.0
,SF,2018-04-12 22:10:00,SD,0.0,7.0
,ATL,2018-04-13 14:20:00,CHC,0.0,4.0
,STL,2018-04-13 18:40:00,CIN,3.0,5.0
,COL,2018-04-13 19:05:00,WAS,1.0,2.0
,BAL,2018-04-13 19:10:00,BOS,7.0,3.0
,TOR,2018-04-13 19:10:00,CLE,4.0,8.0
,MIL,2018-04-13 19:10:00,NYM,6.0,5.0
,PHI,2018-04-13 19:10:00,TB,1.0,2.0
,PIT,2018-04-13 19:10:00,MIA,7.0,2.0
,NYY,2018-04-13 19:10:00,DET,6.0,8.0
,TEX,2018-04-13 20:10:00,HOU,3.0,2.0
,LAA,2018-04-13 20:15:00,KC,4.0,5.0
,ARI,2018-04-13 22:10:00,LAD,7.0,8.0
,OAK,2018-04-13 22:10:00,SEA,7.0,4.0
,SF,2018-04-13 22:10:00,SD,5.0,1.0
,CHW,2018-04-13 20:10:00,MIN,,
,BAL,2018-04-14 13:05:00,BOS,10.0,3.0
,COL,2018-04-14 13:05:00,WAS,6.0,2.0
,STL,2018-04-14 13:10:00,CIN,1.0,6.0
,ATL,2018-04-14 14:20:00,CHC,14.0,10.0
,TEX,2018-04-14 16:05:00,HOU,5.0,6.0
,PHI,2018-04-14 18:10:00,TB,4.0,9.0
,PIT,2018-04-14 19:10:00,MIA,0.0,1.0
,MIL,2018-04-14 19:10:00,NYM,1.0,5.0
,LAA,2018-04-14 19:15:00,KC,3.0,5.0
,SF,2018-04-14 20:40:00,SD,5.0,4.0
,OAK,2018-04-14 21:10:00,SEA,10.0,8.0
,ARI,2018-04-14 21:10:00,LAD,1.0,9.0
,NYY,2018-04-14 13:10:00,DET,,
,CHW,2018-04-14 14:10:00,MIN,,
,TOR,2018-04-14 16:10:00,CLE,,
,BAL,2018-04-15 13:05:00,BOS,3.0,1.0
,MIL,2018-04-15 13:10:00,NYM,3.0,2.0
,PHI,2018-04-15 13:10:00,TB,4.0,10.0
,PIT,2018-04-15 13:10:00,MIA,3.0,7.0
,STL,2018-04-15 13:10:00,CIN,2.0,3.0
,COL,2018-04-15 13:35:00,WAS,5.0,6.0
,ARI,2018-04-15 16:10:00,LAD,7.0,2.0
,OAK,2018-04-15 16:10:00,SEA,1.0,2.0
,SF,2018-04-15 16:10:00,SD,10.0,1.0
,TEX,2018-04-15 20:08:00,HOU,1.0,3.0
,TOR,2018-04-15 13:10:00,CLE,,
,NYY,2018-04-15 13:10:00,DET,,
,CHW,2018-04-15 14:10:00,MIN,,
,LAA,2018-04-15 14:15:00,KC,,
,ATL,2018-04-15 14:20:00,CHC,,
,NYY,2018-04-15 19:10:00,DET,,
,MIA,2018-04-16 18:35:00,NYY,12.0,1.0
,COL,2018-04-16 19:05:00,PIT,2.0,6.0
,TEX,2018-04-16 19:10:00,TB,8.0,4.0
,WAS,2018-04-16 19:10:00,NYM,6.0,8.0
,PHI,2018-04-16 19:35:00,ATL,2.0,1.0
,CIN,2018-04-16 19:40:00,MIL,4.0,10.0
,CHW,2018-04-16 22:05:00,OAK,8.0,1.0
,HOU,2018-04-16 22:10:00,SEA,2.0,1.0
,LAD,2018-04-16 22:10:00,SD,3.0,10.0
,BAL,2018-04-16 11:05:00,BOS,,
,STL,2018-04-16 19:05:00,CHC,,
,KC,2018-04-16 19:07:00,TOR,,
,KC,2018-04-17 15:07:00,TOR,11.0,3.0
,MIA,2018-04-17 18:35:00,NYY,1.0,9.0
,KC,2018-04-17 18:37:00,TOR,5.0,4.0
,BAL,2018-04-17 18:40:00,DET,4.0,2.0
,COL,2018-04-17 19:05:00,PIT,0.0,2.0
,TEX,2018-04-17 19:10:00,TB,2.0,7.0
,WAS,2018-04-17 19:10:00,NYM,2.0,5.0
,CLE,2018-04-17 19:10:00,MIN,1.0,6.0
,PHI,2018-04-17 19:35:00,ATL,1.0,5.0
,CIN,2018-04-17 19:40:00,MIL,2.0,0.0
,STL,2018-04-17 20:05:00,CHC,3.0,5.0
,SF,2018-04-17 21:40:00,ARI,1.0,0.0
,CHW,2018-04-17 22:05:00,OAK,10.0,2.0
,BOS,2018-04-17 22:07:00,LAA,1.0,10.0
,HOU,2018-04-17 22:10:00,SEA,1.0,4.0
,LAD,2018-04-17 22:10:00,SD,3.0,7.0
,COL,2018-04-18 12:35:00,PIT,10.0,2.0
,TEX,2018-04-18 13:10:00,TB,4.0,2.0
,BAL,2018-04-18 13:10:00,DET,6.0,5.0
,CIN,2018-04-18 13:40:00,MIL,2.0,0.0
,CHW,2018-04-18 15:35:00,OAK,12.0,11.0
,KC,2018-04-18 16:07:00,TOR,15.0,5.0
,WAS,2018-04-18 19:10:00,NYM,11.0,5.0
,CLE,2018-04-18 19:10:00,MIN,2.0,1.0
,PHI,2018-04-18 19:35:00,ATL,7.0,3.0
,SF,2018-04-18 21:40:00,ARI,3.0,4.0
,BOS,2018-04-18 22:07:00,LAA,0.0,9.0
,HOU,2018-04-18 22:10:00,SEA,1.0,7.0
,LAD,2018-04-18 22:10:00,SD,4.0,13.0
,STL,2018-04-18 14:20:00,CHC,,
,KC,2018-04-20 13:10:00,DET,3.0,2.0
,PIT,2018-04-20 19:05:00,PHI,2.0,1.0
,CLE,2018-04-20 19:05:00,BAL,3.0,1.0
,TOR,2018-04-20 19:05:00,NYY,5.0,8.0
,MIN,2018-04-20 19:10:00,TB,8.0,7.0
,KC,2018-04-20 19:10:00,DET,2.0,3.0
,NYM,2018-04-20 19:35:00,ATL,3.0,5.0
,SEA,2018-04-20 20:05:00,TEX,2.0,6.0
,HOU,2018-04-20 20:10:00,CHW,0.0,10.0
,MIA,2018-04-20 20:10:00,MIL,8.0,0.0
,CIN,2018-04-20 20:15:00,STL,4.0,2.0
,CHC,2018-04-20 20:40:00,COL,5.0,16.0
,SD,2018-04-20 21:40:00,ARI,1.0,4.0
,BOS,2018-04-20 22:05:00,OAK,3.0,7.0
,SF,2018-04-20 22:07:00,LAA,1.0,8.0
,WAS,2018-04-20 22:10:00,LAD,2.0,5.0
,BAL,2018-04-19 13:10:00,DET,13.0,8.0
,STL,2018-04-19 14:20:00,CHC,8.0,5.0
,HOU,2018-04-19 15:40:00,SEA,2.0,9.0
,TOR,2018-04-19 18:35:00,NYY,4.0,3.0
,PIT,2018-04-19 19:05:00,PHI,7.0,0.0
,NYM,2018-04-19 19:35:00,ATL,12.0,4.0
,MIA,2018-04-19 20:10:00,MIL,12.0,3.0
,SF,2018-04-19 21:40:00,ARI,3.0,1.0
,BOS,2018-04-19 22:07:00,LAA,2.0,8.0
,TOR,2018-04-21 13:05:00,NYY,9.0,1.0
,KC,2018-04-21 13:10:00,DET,12.0,4.0
,CIN,2018-04-21 14:15:00,STL,4.0,3.0
,PIT,2018-04-21 16:05:00,PHI,6.0,2.0
,CLE,2018-04-21 16:05:00,BAL,0.0,4.0
,MIN,2018-04-21 18:10:00,TB,10.0,1.0
,NYM,2018-04-21 19:10:00,ATL,4.0,3.0
,HOU,2018-04-21 19:10:00,CHW,1.0,10.0
,MIA,2018-04-21 19:10:00,MIL,6.0,5.0
,SEA,2018-04-21 20:05:00,TEX,7.0,9.0
,CHC,2018-04-21 20:10:00,COL,5.0,2.0
,SD,2018-04-21 20:10:00,ARI,6.0,2.0
,BOS,2018-04-21 21:05:00,OAK,3.0,0.0
,SF,2018-04-21 21:07:00,LAA,4.0,3.0
,WAS,2018-04-21 21:10:00,LAD,4.0,0.0
,CLE,2018-04-22 13:05:00,BAL,3.0,7.0
,TOR,2018-04-22 13:05:00,NYY,5.0,1.0
,MIN,2018-04-22 13:10:00,TB,8.0,6.0
,KC,2018-04-22 13:10:00,DET,5.0,8.0
,PIT,2018-04-22 13:35:00,PHI,3.0,2.0
,HOU,2018-04-22 14:10:00,CHW,1.0,7.0
,MIA,2018-04-22 14:10:00,MIL,4.0,2.0
,CIN,2018-04-22 14:15:00,STL,9.0,2.0
,SEA,2018-04-22 15:05:00,TEX,7.0,4.0
,CHC,2018-04-22 15:10:00,COL,7.0,9.0
,BOS,2018-04-22 16:05:00,OAK,4.0,1.0
,SF,2018-04-22 16:07:00,LAA,2.0,4.0
,SD,2018-04-22 16:10:00,ARI,4.0,2.0
,WAS,2018-04-22 20:05:00,LAD,4.0,3.0
,NYM,2018-04-22 13:35:00,ATL,,
,ATL,2018-04-23 18:40:00,CIN,10.0,4.0
,CLE,2018-04-23 19:05:00,BAL,1.0,2.0
,MIN,2018-04-23 19:05:00,NYY,14.0,1.0
,OAK,2018-04-23 20:05:00,TEX,4.0,9.0
,SEA,2018-04-23 20:10:00,CHW,10.0,4.0
,LAA,2018-04-23 20:10:00,HOU,0.0,2.0
,SD,2018-04-23 20:40:00,COL,5.0,13.0
,MIA,2018-04-23 22:10:00,LAD,2.0,1.0
,WAS,2018-04-23 22:15:00,SF,4.0,2.0
,SEA,2018-04-24 17:10:00,CHW,0.0,1.0
,CHC,2018-04-24 18:10:00,CLE,3.0,10.0
,MIN,2018-04-24 18:35:00,NYY,8.0,3.0
,ATL,2018-04-24 18:40:00,CIN,9.0,7.0
,ARI,2018-04-24 19:05:00,PHI,4.0,8.0
,BOS,2018-04-24 19:07:00,TOR,4.0,3.0
,OAK,2018-04-24 20:05:00,TEX,2.0,3.0
,LAA,2018-04-24 20:10:00,HOU,7.0,8.0
,NYM,2018-04-24 20:15:00,STL,5.0,6.0
,MIL,2018-04-24 20:15:00,KC,2.0,5.0
,SD,2018-04-24 20:40:00,COL,8.0,0.0
,MIA,2018-04-24 22:10:00,LAD,2.0,3.0
,WAS,2018-04-24 22:15:00,SF,4.0,3.0
,TB,2018-04-24 19:05:00,BAL,,
,DET,2018-04-24 19:05:00,PIT,,
,SEA,2018-04-25 14:10:00,CHW,3.0,4.0
,LAA,2018-04-25 14:10:00,HOU,5.0,2.0
,SD,2018-04-25 15:10:00,COL,5.0,2.0
,WAS,2018-04-25 15:45:00,SF,2.0,15.0
,DET,2018-04-25 16:05:00,PIT,10.0,13.0
,MIN,2018-04-25 18:35:00,NYY,7.0,4.0
,ATL,2018-04-25 18:40:00,CIN,4.0,5.0
,TB,2018-04-25 19:05:00,BAL,4.0,8.0
,ARI,2018-04-25 19:05:00,PHI,5.0,3.0
,BOS,2018-04-25 19:07:00,TOR,3.0,4.0
,CHC,2018-04-25 19:10:00,CLE,4.0,1.0
,MIA,2018-04-25 19:35:00,LAD,6.0,8.0
,DET,2018-04-25 19:35:00,PIT,8.0,3.0
,OAK,2018-04-25 20:05:00,TEX,4.0,2.0
,MIL,2018-04-25 20:15:00,KC,2.0,6.0
,NYM,2018-04-25 20:15:00,STL,9.0,1.0
,ATL,2018-04-26 12:35:00,CIN,4.0,7.0
,DET,2018-04-26 12:35:00,PIT,1.0,0.0
,ARI,2018-04-26 13:05:00,PHI,2.0,8.0
,MIN,2018-04-26 13:05:00,NYY,4.0,3.0
,NYM,2018-04-26 13:15:00,STL,4.0,3.0
,SEA,2018-04-26 18:10:00,CLE,4.0,5.0
,TB,2018-04-26 19:05:00,BAL,5.0,9.0
,BOS,2018-04-26 19:07:00,TOR,4.0,5.0
,MIL,2018-04-26 20:05:00,CHC,1.0,0.0
,CHW,2018-04-26 20:15:00,KC,3.0,6.0
,MIL,2018-04-27 14:20:00,CHC,3.0,2.0
,ATL,2018-04-27 19:05:00,PHI,7.0,3.0
,STL,2018-04-27 19:05:00,PIT,6.0,5.0
,ARI,2018-04-27 19:05:00,WAS,4.0,5.0
,DET,2018-04-27 19:05:00,BAL,6.0,0.0
,TEX,2018-04-27 19:07:00,TOR,4.0,6.0
,COL,2018-04-27 19:10:00,MIA,0.0,1.0
,SEA,2018-04-27 19:10:00,CLE,6.0,5.0
,TB,2018-04-27 19:10:00,BOS,3.0,4.0
,CIN,2018-04-27 20:10:00,MIN,9.0,15.0
,OAK,2018-04-27 20:10:00,HOU,1.0,8.0
,CHW,2018-04-27 20:15:00,KC,4.0,7.0
,NYY,2018-04-27 22:07:00,LAA,3.0,4.0
,NYM,2018-04-27 22:10:00,SD,1.0,5.0
,LAD,2018-04-27 22:15:00,SF,6.0,4.0
,CIN,2018-04-28 14:10:00,MIN,3.0,1.0
,CHW,2018-04-28 14:15:00,KC,0.0,8.0
,MIL,2018-04-28 14:20:00,CHC,3.0,0.0
,ARI,2018-04-28 16:05:00,WAS,3.0,4.0
,LAD,2018-04-28 16:05:00,SF,6.0,15.0
,TB,2018-04-28 16:05:00,BOS,6.0,12.0
,TEX,2018-04-28 16:07:00,TOR,4.0,7.0
,SEA,2018-04-28 16:10:00,CLE,4.0,12.0
,ATL,2018-04-28 18:05:00,PHI,1.0,4.0
,STL,2018-04-28 19:05:00,PIT,6.0,2.0
,DET,2018-04-28 19:05:00,BAL,5.0,9.0
,COL,2018-04-28 19:10:00,MIA,4.0,1.0
,OAK,2018-04-28 19:10:00,HOU,11.0,0.0
,CHW,2018-04-28 20:15:00,KC,5.0,2.0
,NYM,2018-04-28 20:40:00,SD,12.0,2.0
,NYY,2018-04-28 21:07:00,LAA,1.0,11.0
,LAD,2018-04-28 22:05:00,SF,8.0,3.0
,DET,2018-04-29 13:05:00,BAL,5.0,3.0
,TB,2018-04-29 13:05:00,BOS,4.0,3.0
,TEX,2018-04-29 13:07:00,TOR,7.0,2.0
,COL,2018-04-29 13:10:00,MIA,3.0,0.0
,SEA,2018-04-29 13:10:00,CLE,4.0,10.0
,ARI,2018-04-29 13:35:00,WAS,3.0,1.0
,ATL,2018-04-29 13:35:00,PHI,1.0,10.0
,STL,2018-04-29 13:35:00,PIT,5.0,0.0
,CIN,2018-04-29 14:10:00,MIN,2.0,8.0
,OAK,2018-04-29 14:10:00,HOU,8.0,4.0
,CHW,2018-04-29 14:15:00,KC,5.0,4.0
,MIL,2018-04-29 14:20:00,CHC,2.0,0.0
,NYM,2018-04-29 16:10:00,SD,2.0,14.0
,LAD,2018-04-29 17:05:00,SF,4.0,2.0
,NYY,2018-04-29 20:07:00,LAA,1.0,2.0
,TEX,2018-04-30 18:10:00,CLE,7.0,5.0
,PIT,2018-04-30 19:05:00,WAS,3.0,2.0
,COL,2018-04-30 19:05:00,CHC,3.0,2.0
,KC,2018-04-30 19:10:00,BOS,10.0,6.0
,MIL,2018-04-30 19:10:00,CIN,5.0,6.0
,PHI,2018-04-30 19:10:00,MIA,8.0,4.0
,TB,2018-04-30 19:10:00,DET,2.0,3.0
,NYY,2018-04-30 20:10:00,HOU,2.0,1.0
,TOR,2018-04-30 20:10:00,MIN,5.0,7.0
,LAD,2018-04-30 21:40:00,ARI,8.0,5.0
,SD,2018-04-30 22:15:00,SF,6.0,5.0
,TEX,2018-05-01 18:10:00,CLE,6.0,8.0
,PIT,2018-05-01 19:05:00,WAS,12.0,4.0
,ATL,2018-05-01 19:10:00,NYM,2.0,3.0
,KC,2018-05-01 19:10:00,BOS,6.0,7.0
,MIL,2018-05-01 19:10:00,CIN,6.0,7.0
,PHI,2018-05-01 19:10:00,MIA,2.0,1.0
,TB,2018-05-01 19:10:00,DET,2.0,1.0
,COL,2018-05-01 20:05:00,CHC,1.0,3.0
,NYY,2018-05-01 20:10:00,HOU,0.0,4.0
,TOR,2018-05-01 20:10:00,MIN,4.0,7.0
,CHW,2018-05-01 20:15:00,STL,3.0,2.0
,LAD,2018-05-01 21:40:00,ARI,4.0,3.0
,BAL,2018-05-01 22:07:00,LAA,3.0,2.0
,OAK,2018-05-01 22:10:00,SEA,6.0,3.0
,SD,2018-05-01 22:15:00,SF,2.0,3.0
,KC,2018-05-02 13:05:00,BOS,5.0,4.0
,TEX,2018-05-02 13:10:00,CLE,12.0,4.0
,TB,2018-05-02 13:10:00,DET,3.0,2.0
,TOR,2018-05-02 13:10:00,MIN,4.0,0.0
,CHW,2018-05-02 13:15:00,STL,3.0,2.0
,COL,2018-05-02 14:20:00,CHC,2.0,11.0
,SD,2018-05-02 15:45:00,SF,9.0,4.0
,PIT,2018-05-02 19:05:00,WAS,9.0,3.0
,MIL,2018-05-02 19:10:00,CIN,1.0,3.0
,PHI,2018-05-02 19:10:00,MIA,0.0,6.0
,ATL,2018-05-02 19:10:00,NYM,0.0,7.0
,NYY,2018-05-02 20:10:00,HOU,0.0,4.0
,LAD,2018-05-02 21:40:00,ARI,1.0,2.0
,BAL,2018-05-02 22:07:00,LAA,10.0,7.0
,OAK,2018-05-02 22:10:00,SEA,2.0,3.0
,PIT,2018-05-03 13:05:00,WAS,3.0,1.0
,ATL,2018-05-03 13:10:00,NYM,0.0,11.0
,TOR,2018-05-03 13:10:00,CLE,11.0,13.0
,NYY,2018-05-03 14:10:00,HOU,5.0,6.0
,DET,2018-05-03 14:15:00,KC,10.0,6.0
,LAD,2018-05-03 15:40:00,ARI,2.0,5.0
,TOR,2018-05-03 16:40:00,CLE,13.0,4.0
,BOS,2018-05-03 20:05:00,TEX,11.0,5.0
,MIN,2018-05-03 20:10:00,CHW,6.0,5.0
,BAL,2018-05-03 22:07:00,LAA,12.0,3.0
,OAK,2018-05-03 22:10:00,SEA,4.0,1.0
,CLE,2018-05-04 19:05:00,NYY,7.0,6.0
,PHI,2018-05-04 19:05:00,WAS,7.0,3.0
,MIA,2018-05-04 19:10:00,CIN,4.0,1.0
,COL,2018-05-04 19:10:00,NYM,7.0,8.0
,TOR,2018-05-04 19:10:00,TB,6.0,2.0
,SF,2018-05-04 19:35:00,ATL,4.0,9.0
,BOS,2018-05-04 20:05:00,TEX,1.0,5.0
,PIT,2018-05-04 20:10:00,MIL,4.0,6.0
,MIN,2018-05-04 20:10:00,CHW,4.0,6.0
,DET,2018-05-04 20:15:00,KC,4.0,2.0
,CHC,2018-05-04 20:15:00,STL,3.0,2.0
,LAD,2018-05-04 21:10:00,SD,0.0,4.0
,HOU,2018-05-04 21:40:00,ARI,0.0,8.0
,BAL,2018-05-04 22:05:00,OAK,6.0,4.0
,LAA,2018-05-04 22:10:00,SEA,0.0,5.0
,CLE,2018-05-05 13:05:00,NYY,5.0,2.0
,CHC,2018-05-05 14:15:00,STL,8.0,6.0
,PHI,2018-05-05 16:05:00,WAS,1.0,3.0
,DET,2018-05-05 16:15:00,KC,2.0,3.0
,TOR,2018-05-05 18:10:00,TB,5.0,3.0
,PIT,2018-05-05 19:10:00,MIL,5.0,3.0
,LAD,2018-05-05 19:10:00,SD,7.0,4.0
,MIA,2018-05-05 19:10:00,CIN,0.0,6.0
,MIN,2018-05-05 19:10:00,CHW,4.0,8.0
,SF,2018-05-05 19:10:00,ATL,2.0,11.0
,COL,2018-05-05 19:10:00,NYM,0.0,2.0
,BOS,2018-05-05 20:05:00,TEX,5.0,6.0
,HOU,2018-05-05 20:10:00,ARI,4.0,3.0
,BAL,2018-05-05 21:05:00,OAK,2.0,0.0
,LAA,2018-05-05 21:10:00,SEA,9.0,8.0
,SF,2018-05-07 19:05:00,PHI,11.0,0.0
,NYM,2018-05-07 19:10:00,CIN,6.0,7.0
,DET,2018-05-07 20:05:00,TEX,7.0,6.0
,MIA,2018-05-07 20:05:00,CHC,14.0,2.0
,MIN,2018-05-07 20:10:00,STL,0.0,6.0
,HOU,2018-05-07 22:05:00,OAK,2.0,16.0
,WAS,2018-05-07 22:10:00,SD,5.0,8.0
,CLE,2018-05-06 13:05:00,NYY,7.0,4.0
,COL,2018-05-06 13:10:00,NYM,2.0,3.0
,TOR,2018-05-06 13:10:00,TB,1.0,2.0
,PHI,2018-05-06 13:35:00,WAS,5.0,4.0
,SF,2018-05-06 13:35:00,ATL,3.0,4.0
,MIN,2018-05-06 14:10:00,CHW,3.0,5.0
,PIT,2018-05-06 14:10:00,MIL,0.0,9.0
,DET,2018-05-06 14:15:00,KC,4.0,2.0
,BOS,2018-05-06 15:05:00,TEX,1.0,6.0
,BAL,2018-05-06 16:05:00,OAK,2.0,1.0
,HOU,2018-05-06 16:10:00,ARI,3.0,1.0
,LAA,2018-05-06 16:10:00,SEA,2.0,8.0
,LAD,2018-05-06 16:10:00,SD,3.0,0.0
,MIA,2018-05-06 16:10:00,CIN,5.0,8.0
,CHC,2018-05-06 20:05:00,STL,4.0,3.0
,MIN,2018-05-08 13:15:00,STL,1.0,7.0
,SF,2018-05-08 19:05:00,PHI,4.0,2.0
,BOS,2018-05-08 19:05:00,NYY,3.0,2.0
,KC,2018-05-08 19:05:00,BAL,7.0,15.0
,SEA,2018-05-08 19:07:00,TOR,0.0,5.0
,NYM,2018-05-08 19:10:00,CIN,7.0,2.0
,ATL,2018-05-08 19:10:00,TB,0.0,1.0
,CLE,2018-05-08 19:40:00,MIL,3.0,2.0
,MIA,2018-05-08 20:05:00,CHC,4.0,3.0
,DET,2018-05-08 20:05:00,TEX,4.0,7.0
,PIT,2018-05-08 20:10:00,CHW,6.0,10.0
,LAA,2018-05-08 20:40:00,COL,4.0,2.0
,HOU,2018-05-08 22:05:00,OAK,2.0,4.0
,WAS,2018-05-08 22:10:00,SD,0.0,4.0
,ARI,2018-05-08 22:10:00,LAD,5.0,8.0
,NYM,2018-05-09 12:35:00,CIN,2.0,1.0
,CLE,2018-05-09 13:10:00,MIL,2.0,6.0
,DET,2018-05-09 14:05:00,TEX,5.0,4.0
,PIT,2018-05-09 14:10:00,CHW,5.0,6.0
,MIA,2018-05-09 14:20:00,CHC,13.0,4.0
,LAA,2018-05-09 15:10:00,COL,0.0,8.0
,HOU,2018-05-09 15:35:00,OAK,1.0,4.0
,SF,2018-05-09 19:05:00,PHI,11.0,3.0
,BOS,2018-05-09 19:05:00,NYY,9.0,6.0
,KC,2018-05-09 19:05:00,BAL,5.0,3.0
,SEA,2018-05-09 19:07:00,TOR,5.0,2.0
