Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"4,(1-2) BCFC",O,PHI,Rhys Hoskins,Rick Porcello,-2%,48%,Strikeout Looking
t1,0-0,1,---,"4,(1-2) SBFX",O,PHI,Bryce Harper,Rick Porcello,-2%,46%,Groundout: P-1B
t1,0-0,2,---,"6,(3-2) BBFBCB",,PHI,J.T. Realmuto,Rick Porcello,1%,47%,Walk
t1,0-0,2,1--,"7,(1-2) CFFBFFX",O,PHI,Corey Dickerson,Rick Porcello,-2%,45%,Popfly: 3B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Phillies 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Phillies 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Phillies 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Drew Smyly facing 1-2-3"
b1,0-0,0,---,"3,(2-0) BBX",,BOS,Mookie Betts,Drew Smyly,-6%,39%,Double to CF (Line Drive to Deep LF-CF)
b1,0-0,0,-2-,"7,(3-2) *BCBFF*BX",R,BOS,Rafael Devers,Drew Smyly,-8%,31%,Double to LF (Fly Ball to Deep LF-CF); Betts Scores
b1,1-0,0,-2-,"5,(2-2) CF*BBS",O,BOS,Xander Bogaerts,Drew Smyly,4%,35%,Strikeout Swinging
