Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Trey Mancini LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.259,0.339,0.416,0.754,14.0,10.0,-0.087,1.28,0.035,-0.122%,-0.01%,0.14,-0.6,2.0,0.0,
Adam Jones CF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.257,0.274,0.432,0.705,19.0,16.0,-0.035,1.23,0.053,-0.087%,-0.00%,0.14,-0.2,1.0,0.0,
Manny Machado SS,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.347,0.424,0.665,1.089,16.0,10.0,0.002,1.13,0.051,-0.050%,0%,0.13,0.1,3.0,2.0,
Jonathan Schoop 2B,3.0,0.0,0.0,1.0,0.0,1.0,4.0,0.236,0.274,0.406,0.68,19.0,13.0,-0.083,1.39,0.0,-0.083%,-0.01%,0.16,-0.9,0.0,3.0,SF
Chris Davis 1B,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.166,0.241,0.272,0.512,17.0,12.0,-0.106,1.01,0.0,-0.106%,-0.01%,0.12,-1.1,6.0,0.0,
Mark Trumbo RF,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.279,0.29,0.397,0.687,21.0,15.0,-0.021,0.62,0.028,-0.048%,-0.00%,0.07,-0.3,2.0,0.0,
Pedro Alvarez DH,3.0,1.0,1.0,2.0,1.0,0.0,4.0,0.198,0.303,0.5,0.803,15.0,7.0,0.138,0.79,0.175,-0.038%,0.01%,0.09,1.4,,,HR
Jace Peterson 3B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.185,0.321,0.262,0.582,18.0,10.0,-0.049,0.69,0.013,-0.062%,-0.00%,0.08,-0.5,2.0,2.0,
Chance Sisco C,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.228,0.299,0.38,0.679,16.0,11.0,0.02,0.67,0.066,-0.046%,0.00%,0.08,0.2,8.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Dylan Bundy P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tanner Scott P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Miguel Castro P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,3.0,6.0,3.0,3.0,13.0,36.0,0.188,0.25,0.313,0.563,155.0,104.0,-0.221,0.98,0.421,-0.642%,-0.01%,0.11,-1.8,24.0,7.0,
