Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Yovani Gallardo, L (2-5)",5.1,7,3,3,6,5,0,5.76,28,112,61,32,6,23,12,5,3,0,41.0,,,-0.01,1.05,-0.00%,0.55,-0.3
Dan Altavilla,1.2,0,0,0,1,3,0,5.94,6,24,17,7,3,7,0,2,1,0,,3.0,1.0,0.021,0.6,0.01%,0.32,1.2
Steve Cishek,1.0,1,0,0,0,0,0,10.13,4,18,15,9,1,5,2,2,2,0,,0.0,0.0,0.008,0.15,0.00%,0.08,0.6
Team Totals,8.0,8,3,3,7,8,0,3.38,38,154,93,48,10,35,14,9,6,0,41.0,3.0,1.0,0.019,0.89,0.01%,0.47,1.4
