Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"5,(0-2) CFFFX",O,SEA,Jean Segura,Eduardo Rodriguez,2%,52%,Lineout: RF (Deep RF)
t1,0-0,1,---,"2,(1-0) BX",,SEA,Guillermo Heredia,Eduardo Rodriguez,-2%,50%,Single to LF (Ground Ball thru SS-3B Hole)
t1,0-0,1,1--,"2,(0-1) CX",O,SEA,Robinson Canó,Eduardo Rodriguez,2%,52%,Groundout: 1B unassisted (Weak 2B-1B); Heredia to 2B
t1,0-0,2,-2-,"5,(2-2) BCBSX",O,SEA,Nelson Cruz,Eduardo Rodriguez,3%,55%,Groundout: P-1B (Front of Home)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Mariners 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Mariners 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Mariners 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Yovani Gallardo facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",O,BOS,Mookie Betts,Yovani Gallardo,-2%,53%,Lineout: CF (Deep CF)
b1,0-0,1,---,"3,(0-2) CFX",O,BOS,Andrew Benintendi,Yovani Gallardo,-2%,51%,Popfly: 3B (Weak 3B)
b1,0-0,2,---,"6,(2-2) BCCFBS",O,BOS,Xander Bogaerts,Yovani Gallardo,-1%,50%,Strikeout Swinging
