Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Mike Leake, L (7-11)",4.1,9,8,8,2,2,0,3.88,25,78,52,33,4,15,9,10,9,0,13.0,,,-0.171,1.0,-0.16%,1.59,-3.9
Matt Bowman,0.2,3,1,1,0,0,0,3.56,5,16,10,8,0,2,2,3,2,0,,3.0,3.0,-0.024,0.12,-0.02%,0.19,-2.4
Brett Cecil,1.0,3,1,1,1,1,0,4.38,7,25,17,11,3,3,1,4,3,0,,0.0,0.0,-0.005,0.1,-0.01%,0.16,-0.4
John Brebbia,1.0,0,0,0,0,2,0,2.18,3,9,8,5,0,3,0,1,0,0,,0.0,0.0,0.001,0.02,0.00%,0.03,0.6
Sam Tuivailala,1.0,0,0,0,0,0,0,2.49,3,9,5,3,0,2,3,0,0,0,,0.0,0.0,0.001,0.01,0.00%,0.02,0.6
Team Totals,8.0,15,10,10,3,5,0,11.25,43,137,92,60,7,25,15,18,14,0,13.0,3.0,3.0,-0.198,0.61,-0.19%,0.98,-5.6
