Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Rick Porcello, W (7-14)",7,8,3,3,2,6,0,4.59,27,106,72,37,4,31,13,6,3,0,53.0,,,0.296,0.79,0.20%,0.89,0.9
Joe Kelly,1,2,1,1,0,1,0,1.85,5,23,14,12,0,2,2,2,0,0,,0.0,0.0,0.002,0.11,0.00%,0.12,-0.4
Robby Scott,1,0,0,0,1,2,0,3.72,4,21,12,8,2,2,0,1,0,0,,0.0,0.0,0.003,0.04,0.00%,0.04,0.6
Team Totals,9,10,4,4,3,9,0,4.0,36,150,98,57,6,35,15,9,3,0,53.0,0.0,0.0,0.301,0.59,0.20%,0.67,1.0
