0,1,2
1.0,Matt Carpenter,1B
2.0,Tommy Pham,LF
3.0,Paul DeJong,SS
4.0,Dexter Fowler,CF
5.0,Yadier Molina,C
6.0,Jedd Gyorko,3B
7.0,Kolten Wong,2B
8.0,Jose Martinez,DH
9.0,Randal Grichuk,RF
,Mike Leake,P
