Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Brendan McKay, W (2-1)",5.1,7,3,3,1,7,2,4.38,24,90,61,33,10,18,5,11,5,0,48.0,,,-0.006,1.07,-0.01%,1.63,-0.2
Oliver Drake,1.2,2,1,1,0,3,1,4.39,7,26,19,6,7,6,2,2,1,0,,1.0,0.0,0.06,0.82,0.05%,1.25,0.3
Nick Anderson,1.0,1,0,0,0,2,0,3.83,4,14,11,6,5,0,0,2,1,0,,0.0,0.0,0.036,0.86,0.03%,1.31,0.6
Emilio Pagan,1.0,0,0,0,0,1,0,2.0,3,14,10,5,2,3,0,2,0,0,,0.0,0.0,0.01,0.13,0.01%,0.2,0.6
Team Totals,9.0,10,4,4,1,13,3,4.0,38,144,101,50,24,27,7,17,7,0,48.0,1.0,0.0,0.1,0.93,0.09%,1.41,1.3
