Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b1,0-1,1,1--,"6,(3-2) BBBCSX",RR,BOS,Xander Bogaerts,Brendan McKay,-16%,38%,Home Run (Fly Ball to Deep LF Line); Betts Scores
b5,2-4,2,---,"3,(2-0) BBX",R,BOS,Xander Bogaerts,Brendan McKay,-12%,63%,Home Run (Fly Ball to Deep LF)
t6,4-3,1,1--,"3,(0-2) CSX",,TBR,Eric Sogard,Andrew Cashner,9%,74%,Double to RF (Line Drive to Deep RF); Aguilar to 3B
t2,1-2,1,123,"7,(3-2) BBBCCFB",R,TBR,Ji-Man Choi,Andrew Cashner,9%,60%,Walk; Aguilar Scores; Sogard to 3B; Zunino to 2B
b4,2-4,1,1-3,"2,(0-1) FX",O,BOS,Michael Chavis,Brendan McKay,8%,67%,Lineout: 3B
