Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b7,1-3,2,-2-,"5,(2-2) .FBTBX",RR,BOS,J.D. Martinez,Bryan Garcia,-32%,48%,Home Run (Fly Ball to Deep CF-RF); Hernandez Scores
t10,3-3,0,1-3,"1,(0-0) .>X",RRR,DET,Jeimer Candelario,Garrett Whitlock,27%,91%,Home Run (Fly Ball to Deep RF Line); Grossman Scores/unER; Baddoo Scores
t6,1-1,2,-23,"5,(1-2) CSF*BX",RR,DET,JaCoby Jones,Martin Perez,23%,74%,Single to LF (Line Drive to Deep LF); Candelario Scores; Goodrum Scores
b10,5-6,2,12-,"4,(1-2) FBSC",O,BOS,Enrique Hernandez,Michael Fulmer,18%,100%,Strikeout Looking
b10,5-6,1,12-,"4,(2-1) TBBX",O,BOS,Bobby Dalbec,Michael Fulmer,17%,82%,Lineout: 3B (SS-3B Hole)
