Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3"
t1,0-0,0,---,"2,(1-0) BX",O,DET,Robbie Grossman,Martin Perez,-2%,48%,Flyball: CF (Deep CF)
t1,0-0,1,---,"6,(3-2) CBBSBX",O,DET,Jonathan Schoop,Martin Perez,-2%,46%,Groundout: 3B-1B (Deep SS-3B Hole)
t1,0-0,2,---,"5,(1-2) BCSFC",O,DET,Jeimer Candelario,Martin Perez,-1%,45%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Casey Mize facing 1-2-3"
b1,0-0,0,---,"4,(1-2) CSBX",O,BOS,Enrique Hernandez,Casey Mize,2%,47%,Groundout: 3B-1B (SS-3B Hole)
b1,0-0,1,---,"4,(1-2) FSBS",O,BOS,Rafael Devers,Casey Mize,2%,49%,Strikeout Swinging
b1,0-0,2,---,"1,(0-0) X",O,BOS,J.D. Martinez,Casey Mize,1%,50%,Lineout: 1B (2B-1B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0."
