Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Jose Berrios, L (7-2)",6.1,8,4,4,2,7,1,2.98,28,107,67,36,13,18,8,11,7,0,46.0,,,0.043,0.85,0.04%,1.26,0.6
Matt Belisle,0.0,1,0,0,1,0,0,6.99,2,4,3,1,0,2,0,1,1,0,,2.0,1.0,-0.083,1.08,-0.07%,1.59,-1.4
Buddy Boshers,0.2,0,0,0,0,0,0,2.41,2,4,3,2,0,1,0,2,0,0,,3.0,1.0,0.001,0.81,0.00%,1.19,0.6
Alan Busenitz,1.0,0,0,0,0,1,0,3.6,3,15,7,4,1,2,0,2,1,0,,0.0,0.0,0.008,0.1,0.01%,0.15,0.6
Team Totals,8.0,9,4,4,3,8,1,4.5,35,130,80,43,14,23,8,16,9,0,46.0,5.0,2.0,-0.031,0.81,-0.03%,1.2,0.4
