Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"5,(2-2) BFBFX",O,MIN,Brian Dozier,Chris Sale,2%,52%,Groundout: 3B-1B (SS-3B Hole)
t1,0-0,1,---,"2,(1-0) BX",O,MIN,Eduardo Escobar,Chris Sale,2%,54%,Lineout: CF (Deep CF)
t1,0-0,2,---,"7,(2-2) BSCBFFS",O,MIN,Miguel Sano,Chris Sale,1%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3"
b1,0-0,0,---,"5,(3-1) CBBBX",,BOS,Mookie Betts,Jose Berrios,3%,58%,Single to CF (Ground Ball thru SS-2B)
b1,0-0,0,1--,"2,(0-1) CX",,BOS,Dustin Pedroia,Jose Berrios,8%,67%,Single to CF (Line Drive to Deep CF); Betts to 3B
b1,0-0,0,1-3,"5,(1-2) SBSFX",ROO,BOS,Xander Bogaerts,Jose Berrios,-6%,61%,Ground Ball Double Play: SS-2B-1B (SS-2B); Betts Scores
b1,1-0,2,---,"2,(1-0) BX",R,BOS,Mitch Moreland,Jose Berrios,9%,70%,Home Run (Fly Ball to Deep LF-CF)
