Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,DET,Jeimer Candelario,Rick Porcello,2%,52%,Flyball: CF (Deep CF)
t1,0-0,1,---,"5,(1-2) CFBFX",,DET,Nick Castellanos,Rick Porcello,-4%,49%,Single to 3B (Ground Ball to Weak 3B); Castellanos to 2B/Adv on E5 (throw)
t1,0-0,1,-2-,"2,(0-1) FX",O,DET,Miguel Cabrera,Rick Porcello,3%,52%,Flyball: RF (Deep RF); Castellanos to 3B
t1,0-0,2,--3,"4,(3-0) BBBB",,DET,Niko Goodrum,Rick Porcello,-1%,50%,Walk
t1,0-0,2,1-3,"1,(0-0) X",O,DET,Brandon Dixon,Rick Porcello,5%,55%,Flyball: RF (Deep RF)
,,,,,,,,,"0 runs, 1 hit, 1 error, 2 LOB. Tigers 0, Red Sox 0.","0 runs, 1 hit, 1 error, 2 LOB. Tigers 0, Red Sox 0.","0 runs, 1 hit, 1 error, 2 LOB. Tigers 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 1-2-3"
b1,0-0,0,---,"9,(3-2) BCCBBFFFB",,BOS,Andrew Benintendi,Jordan Zimmermann,3%,58%,Walk
b1,0-0,0,1--,"5,(2-2) 11BFS1BX",O,BOS,Mookie Betts,Jordan Zimmermann,-3%,55%,Groundout: SS-2B/Forceout at 2B (SS-3B Hole)
b1,0-0,1,1--,"3,(1-1) CBX",OO,BOS,Mitch Moreland,Jordan Zimmermann,-5%,50%,Ground Ball Double Play: 3B-SS-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0."
"Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8","Top of the 2nd, Tigers Batting, Tied 0-0, Red Sox' Rick Porcello facing 6-7-8"
t2,0-0,0,---,"4,(1-2) CBSS",O,DET,Gordon Beckham,Rick Porcello,2%,52%,Strikeout Swinging
t2,0-0,1,---,"3,(0-2) CSX",O,DET,Josh Harrison,Rick Porcello,2%,54%,Lineout: 2B (Deep SS-2B)
t2,0-0,2,---,"4,(1-2) BFFC",O,DET,John Hicks,Rick Porcello,1%,55%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 0, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Tigers' Jordan Zimmermann facing 4-5-6"
b2,0-0,0,---,"6,(3-2) BBCFBX",O,BOS,J.D. Martinez,Jordan Zimmermann,-2%,53%,Groundout: 3B-1B
b2,0-0,1,---,"6,(3-2) BBBCFX",,BOS,Xander Bogaerts,Jordan Zimmermann,3%,56%,Single to SS (Ground Ball to SS-3B Hole)
b2,0-0,1,1--,"6,(2-2) SBSFB1X",O,BOS,Rafael Devers,Jordan Zimmermann,-3%,53%,Foul Popfly: C (Behind Home)
