0,1,2
1.0,Mookie Betts,RF
2.0,Andrew Benintendi,LF
3.0,J.D. Martinez,DH
4.0,Steve Pearce,1B
5.0,Jackie Bradley Jr.,CF
6.0,Eduardo Nunez,2B
7.0,Blake Swihart,3B
8.0,Brock Holt,SS
9.0,Sandy Leon,C
,Nathan Eovaldi,P
