Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"6,(1-2) CFFFBX",O,MIN,Joe Mauer,Nathan Eovaldi,2%,52%,Groundout: 2B-1B (2B-1B)
t1,0-0,1,---,"2,(1-0) BX",,MIN,Eddie Rosario,Nathan Eovaldi,-4%,48%,Double to LF (Fly Ball to Deep LF)
t1,0-0,1,-2-,"6,(2-2) CBFBFX",O,MIN,Jorge Polanco,Nathan Eovaldi,3%,52%,Flyball: CF
t1,0-0,2,-2-,"6,(3-2) BBBCF>S",O,MIN,Brian Dozier,Nathan Eovaldi,3%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Twins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Twins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Twins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jose Berrios facing 1-2-3"
b1,0-0,0,---,"2,(0-1) CX",O,BOS,Mookie Betts,Jose Berrios,-2%,53%,Foul Popfly: 1B (RF into Foul Terr.)
b1,0-0,1,---,"4,(1-2) CFBX",,BOS,Andrew Benintendi,Jose Berrios,2%,55%,Single to LF (Line Drive to Deep LF-CF)
b1,0-0,1,1--,"5,(3-1) CB11BB>B",,BOS,J.D. Martinez,Jose Berrios,3%,59%,Walk; Benintendi to 2B
b1,0-0,1,12-,"4,(2-1) CBBX",,BOS,Steve Pearce,Jose Berrios,6%,64%,Reached on E6/attempted forceout (Ground Ball); Benintendi to 3B; Martinez to 2B
b1,0-0,1,123,"6,(3-2) BFBSBS",O,BOS,Jackie Bradley Jr.,Jose Berrios,-7%,57%,Strikeout Swinging
b1,0-0,2,123,"4,(1-2) SF*BX",O,BOS,Eduardo Nunez,Jose Berrios,-7%,50%,Groundout: SS-1B
,,,,,,,,,"0 runs, 1 hit, 1 error, 3 LOB. Twins 0, Red Sox 0.","0 runs, 1 hit, 1 error, 3 LOB. Twins 0, Red Sox 0.","0 runs, 1 hit, 1 error, 3 LOB. Twins 0, Red Sox 0."
"Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7","Top of the 2nd, Twins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 5-6-7"
t2,0-0,0,---,"4,(1-2) CBCS",O,MIN,Logan Morrison,Nathan Eovaldi,2%,52%,Strikeout Swinging
t2,0-0,1,---,"4,(1-2) FFBS",O,MIN,Miguel Sano,Nathan Eovaldi,2%,54%,Strikeout Swinging
t2,0-0,2,---,"3,(0-2) CCX",,MIN,Robbie Grossman,Nathan Eovaldi,-1%,53%,Single to 3B (Ground Ball to SS-3B Hole)
t2,0-0,2,1--,"2,(0-1) CX",O,MIN,Jake Cave,Nathan Eovaldi,2%,55%,Groundout: 2B-1B (2B-1B)
