Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Amed Rosario SS,5.0,1.0,2.0,0.0,0.0,1.0,5.0,0.313,0.313,0.438,0.75,14.0,10.0,0.05,0.35,0.057,-0.007%,0.03%,0.37,0.4,1.0,2.0,
Pete Alonso 1B,5.0,1.0,1.0,2.0,0.0,2.0,5.0,0.125,0.176,0.313,0.489,15.0,10.0,0.089,0.55,0.133,-0.044%,0.06%,0.59,0.6,11.0,1.0,HR
Jeff McNeil 3B,5.0,0.0,2.0,0.0,0.0,1.0,5.0,0.2,0.235,0.267,0.502,16.0,13.0,-0.046,0.44,0.014,-0.060%,-0.03%,0.46,-0.7,0.0,3.0,CS
J.D. Davis LF,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.154,0.214,0.154,0.368,19.0,8.0,0.024,0.43,0.041,-0.017%,0.01%,0.46,0.2,1.0,0.0,
Jake Marisnick CF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.333,0.667,3.0,3.0,-0.005,0.2,0.0,-0.005%,-0.00%,0.21,-0.3,1.0,0.0,
Michael Conforto RF,4.0,1.0,1.0,2.0,0.0,3.0,4.0,0.417,0.5,0.75,1.25,17.0,11.0,0.13,0.54,0.149,-0.019%,0.08%,0.57,0.9,3.0,0.0,HR
Wilson Ramos C,4.0,1.0,2.0,0.0,0.0,1.0,4.0,0.273,0.333,0.364,0.697,13.0,9.0,0.007,0.34,0.03,-0.023%,0.00%,0.36,0.5,5.0,0.0,2B
Robinson Canó 2B,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.083,0.154,0.083,0.237,13.0,7.0,-0.01,0.32,0.01,-0.020%,-0.01%,0.34,-0.5,1.0,3.0,
Andres Gimenez 2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2.0,
Dominic Smith DH,4.0,1.0,1.0,3.0,0.0,1.0,4.0,0.25,0.2,1.0,1.2,13.0,9.0,0.049,0.32,0.063,-0.015%,0.03%,0.34,1.3,,,HR
Brandon Nimmo CF-LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.286,0.375,0.357,0.732,8.0,8.0,-0.023,0.25,0.002,-0.025%,-0.01%,0.27,-0.7,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Michael Wacha P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Chasen Shreve P,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
Jeurys Familia P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Seth Lugo P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,38.0,7.0,11.0,7.0,2.0,12.0,40.0,0.289,0.325,0.553,0.878,131.0,88.0,0.265,0.39,0.499,-0.235%,0.17%,0.42,1.8,27.0,13.0,
