Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.071,0.188,0.071,0.259,16.0,10.0,-0.036,0.98,0.043,-0.078%,-0.02%,1.05,-0.7,0.0,0.0,SB
J.D. Martinez DH,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.313,0.421,0.438,0.859,20.0,11.0,-0.127,1.04,0.011,-0.137%,-0.08%,1.1,-1.7,,,GDP
Rafael Devers 3B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.118,0.167,0.235,0.402,11.0,8.0,-0.013,0.57,0.034,-0.047%,-0.01%,0.61,0.0,1.0,0.0,2B
Xander Bogaerts SS,4.0,1.0,1.0,2.0,0.0,1.0,4.0,0.214,0.214,0.429,0.643,22.0,14.0,-0.042,0.62,0.023,-0.065%,-0.03%,0.66,0.3,4.0,2.0,HR
Mitch Moreland 1B,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.375,0.375,1.125,1.5,5.0,4.0,0.015,0.5,0.051,-0.036%,0.01%,0.53,1.5,7.0,1.0,HR
Christian Vazquez C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.364,0.417,0.727,1.144,16.0,10.0,-0.053,0.48,0.0,-0.053%,-0.03%,0.51,-0.7,12.0,0.0,
Alex Verdugo RF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.333,0.333,0.333,0.667,17.0,11.0,-0.035,0.6,0.018,-0.053%,-0.02%,0.64,-0.3,1.0,0.0,
Jackie Bradley Jr. CF,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.571,0.625,0.714,1.339,13.0,6.0,0.041,0.61,0.065,-0.024%,0.03%,0.65,0.6,1.0,0.0,
Jose Peraza 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.294,0.294,0.412,0.706,16.0,13.0,0.013,0.72,0.053,-0.041%,0.01%,0.77,-0.2,1.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Josh Osich P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jeffrey Springs P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Zack Godley P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Phillips Valdez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,34.0,4.0,8.0,4.0,2.0,5.0,36.0,0.235,0.278,0.441,0.719,136.0,87.0,-0.237,0.69,0.298,-0.534%,-0.15%,0.73,-1.2,27.0,7.0,
