Inning,Win Pct
1,0.5
2,0.53
3,0.59
4,0.54
5,0.58
6,0.59
7,0.58
8,0.67
9,0.63
10,0.66
11,0.67
12,0.66
13,0.69
14,0.67
15,0.69
16,0.65
17,0.64
18,0.67
19,0.69
20,0.7
21,0.68
22,0.71
23,0.66
24,0.68
25,0.7
26,0.72
27,0.7
28,0.72
29,0.74
30,0.84
31,0.85
32,0.84
33,0.86
34,0.87
35,0.86
36,0.88
37,0.9
38,0.87
39,0.88
40,0.93
41,0.92
42,0.97
43,0.97
44,0.97
45,0.98
46,0.98
47,0.98
48,0.98
49,0.98
50,0.98
51,0.98
52,0.99
53,0.99
54,0.99
55,0.99
56,0.99
57,0.99
58,0.99
59,0.99
60,0.99
61,0.99
62,0.99
63,0.99
64,0.99
65,0.99
66,0.99
67,0.98
68,0.99
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
