Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"3,(1-1) CBX",,TBR,Ji-Man Choi,Rick Porcello,6%,56%,Double to RF (Line Drive to Deep RF)
t1,0-0,0,-2-,"4,(1-2) FF*BS",O,TBR,Austin Meadows,Rick Porcello,-4%,51%,Strikeout Swinging
t1,0-0,1,-2-,"2,(1-0) BX",R,TBR,Travis d'Arnaud,Rick Porcello,7%,59%,Single to CF (Line Drive); Choi Scores
t1,1-0,1,1--,"5,(1-2) CFFBS",O,TBR,Nathaniel Lowe,Rick Porcello,-3%,56%,Strikeout Swinging
t1,1-0,2,1--,"4,(2-1) SBBX",O,TBR,Avisail Garcia,Rick Porcello,-2%,54%,Groundout: 3B-2B/Forceout at 2B
,,,,,,,,,"1 run, 2 hits, 0 errors, 1 LOB. Rays 1, Red Sox 0.","1 run, 2 hits, 0 errors, 1 LOB. Rays 1, Red Sox 0.","1 run, 2 hits, 0 errors, 1 LOB. Rays 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Rays' Andrew Kittredge facing 1-2-3"
b1,0-1,0,---,"5,(2-2) CBBFS",O,BOS,Mookie Betts,Andrew Kittredge,2%,57%,Strikeout Swinging
b1,0-1,1,---,"5,(2-2) BBFCX",O,BOS,Rafael Devers,Andrew Kittredge,2%,58%,Flyball: LF (LF-CF)
