Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,R,H,E
via Sports Logos.net About logos,Minnesota Twins,0,0,0,0,0,0,1,0,2,0,3,6,0
via Sports Logos.net About logos,Boston Red Sox,0,0,0,0,2,0,0,0,1,1,4,8,1
WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1),WP: Tyler Thornburg (1-0) • LP: Matt Belisle (1-1)
Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs
