Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Ruddy Acosta","MEX","AAA","22-27",533,0.32696759,1.69407266,0.18554913,0.51213873,0.30231214,0.24665392,0.09942639,0.45741681,0.24929498,0.29328821,0.08244898,3195,5380,8575,"sa824737"
"Francisco Moreno","MEX","AAA","19-24",221,0.34736842,1.26315789,0.20554273,0.44341801,0.35103926,0.23026316,0.13815789,0.45124717,0.24716553,0.3015873,0.07162598,1775,2567,4342,"sa824739"
"Sasagi Sanchez","MEX","AAA","20-25",294,0.33682008,1.30699088,0.21590909,0.44421488,0.33987603,0.22796353,0.09422492,0.48502994,0.22055888,0.29441118,0.09092679,1944,3192,5136,"sa824742"
"Alonso Garcia","MEX","A-,AAA,R","16-20",167.2,0.2745491,1.59868421,0.1838843,0.50206612,0.31404959,0.25,0.02631579,0.46184739,0.27108434,0.26706827,0.24166667,363,957,1320,"sa824770"
"Jorge Mungaray","MEX","AAA","21-21",33,0.27826087,0.83018868,0.14912281,0.38596491,0.46491228,0.33962264,0.0754717,0.39495798,0.27731092,0.32773109,0.06395349,193,323,516,"sa824771"
"Ruben Molina","MEX","AAA","18-23",56.2,0.375,1.55172414,0.2,0.48648649,0.31351351,0.18965517,0.13793103,0.48677249,0.29100529,0.22222222,0.08269019,366,541,907,"sa824772"
"Brady Feigl","ATL","A,A+,AA,AAA,R","23-28",213,0.312,1.41919192,0.21603928,0.4599018,0.32405892,0.24747475,0.05050505,0.37578616,0.25,0.37421384,0.12495512,837,1948,2785,"sa824867"
"Carlos Sarabia","MEX","AAA","21-23",22.2,0.31168831,1.12121212,0.125,0.4625,0.4125,0.18181818,0.12121212,0.51851852,0.16049383,0.32098765,0.04803493,210,248,458,"sa824918"
"Claudio Marquez","MEX","AAA","25-28",63.1,0.2985782,1.27536232,0.23039216,0.43137255,0.33823529,0.23188406,0.10144928,0.43119266,0.2293578,0.33944954,0.07095553,426,631,1057,"sa824920"
"Brandon Huez","MEX","AAA","18-19",38,0.27678571,1.09756098,0.21100917,0.41284404,0.37614679,0.24390244,0.07317073,0.34482759,0.25,0.40517241,0.0671875,275,365,640,"sa824921"
"Jorge Rivera","MEX","AAA","20-25",170,0.32958801,0.82745098,0.23980424,0.34420881,0.41598695,0.24705882,0.0627451,0.44339623,0.24842767,0.3081761,0.08266004,1231,1987,3218,"sa824922"
"Wilfredo Ramirez","MEX","AAA","21-26",121,0.32432432,0.94630872,0.21832884,0.38005391,0.40161725,0.18120805,0.09395973,0.51570681,0.22513089,0.2591623,0.10327198,843,1113,1956,"sa824990"
"Steven Messner","SFG","A","24-24",110,0.36856369,3.11428571,0.20221607,0.60387812,0.19390582,0.21428571,0.04285714,0.45308311,0.23592493,0.31099196,0.16828194,362,773,1135,"sa825117"
"Pete Perez","ATL","A","23-23",57.2,0.34883721,1.52,0.24550898,0.45508982,0.2994012,0.22,0.06,0.43678161,0.25287356,0.31034483,0.26045627,123,403,526,"sa825570"
"Sergio Sierra","MEX","AAA","21-25",96.2,0.32326284,0.90963855,0.21144279,0.37562189,0.41293532,0.18072289,0.07831325,0.42857143,0.24761905,0.32380952,0.09168766,800,1185,1985,"sa826043"
"Jake Roberts","ARI","A,A-,R","23-23",25,0.25641026,1.44444444,0.14285714,0.50649351,0.35064935,0.22222222,0.03703704,0.4556962,0.24050633,0.30379747,0.16113744,75,136,211,"sa826328"
"Yorbys Tabares","PHI","R","19-20",21,0.26785714,1.04545455,0.1509434,0.43396226,0.41509434,0.18181818,0,0.54545455,0.23636364,0.21818182,0.36416185,50,123,173,"sa826648"
"Eleardo Cabrera","TBR","A-,R","23-23",34.1,0.26373626,1.05882353,0.24731183,0.38709677,0.3655914,0.35294118,0.02941176,0.34444444,0.27777778,0.37777778,0.1227758,214,348,562,"sa826658"
"Jesus Sanchez","TBR","R","19-20",62.1,0.28985507,1.20547945,0.16145833,0.45833333,0.38020833,0.23287671,0.04109589,0.44549763,0.25118483,0.30331754,0.21708185,215,347,562,"sa826662"
"Luis Serrano","TBR","R","17-18",41.1,0.23188406,1.15384615,0.11811024,0.47244094,0.40944882,0.15384615,0.03846154,0.50359712,0.21582734,0.28057554,0.23157895,71,214,285,"sa826669"
"Ulises Perez","SEA","A-,R","16-20",157.1,0.32,1.62937063,0.23421589,0.47454175,0.29124236,0.21678322,0.04895105,0.51771654,0.20669291,0.27559055,0.2039429,498,973,1471,"sa826677"
"Jose Zerpa","TBR","R","17-19",88,0.30181818,1.12,0.1969697,0.42424242,0.37878788,0.23,0.07,0.46071429,0.22857143,0.31071429,0.30967742,127,493,620,"sa826774"
"Miguel Da Silva","TBR","R","18-18",18.2,0.37313433,0.95833333,0.25396825,0.36507937,0.38095238,0.20833333,0,0.41791045,0.28358209,0.29850746,0.18023256,69,103,172,"sa826776"
"Carlos Salazar","PHI","R","17-20",119.2,0.2899729,1.57142857,0.19402985,0.49253731,0.31343284,0.27619048,0.01904762,0.50420168,0.25210084,0.24369748,0.26810811,284,641,925,"sa826779"
"Victor Sobil","PHI","R","17-21",110.2,0.32285714,1.51923077,0.21084337,0.47590361,0.31325301,0.18269231,0.00961538,0.46571429,0.21714286,0.31714286,0.28428094,245,652,897,"sa826780"
"Edward Salinas","SEA","R","18-20",68.2,0.36073059,1.23076923,0.14705882,0.47058824,0.38235294,0.30769231,0.03846154,0.53773585,0.16981132,0.29245283,0.26346154,145,375,520,"sa826788"
"Erling Moreno","CHC","A,A-,A+,R","17-22",264,0.29305913,2.16509434,0.12970169,0.59533074,0.27496757,0.20283019,0.05188679,0.52025316,0.19493671,0.28481013,0.13920455,1297,2223,3520,"sa827076"
"Wildenson Yanez","DET","R","17-19",86.2,0.32374101,1.34736842,0.17407407,0.47407407,0.35185185,0.25263158,0.02105263,0.4911032,0.23131673,0.27758007,0.29139073,131,473,604,"sa827079"
"Luis Ledezma","DET","R","17-18",15.2,0.27272727,1.71428571,0.13636364,0.54545455,0.31818182,0.21428571,0.07142857,0.51111111,0.15555556,0.33333333,0.232,50,75,125,"sa827080"
"Paolo Padovani","SEA","R","19-20",61.2,0.34634146,0.89772727,0.14795918,0.40306122,0.44897959,0.20454545,0.04545455,0.47596154,0.22115385,0.30288462,0.29324895,104,370,474,"sa827086"
"Clint Freeman","LAD","R","24-24",26.2,0.3908046,0.83783784,0.18072289,0.37349398,0.44578313,0.24324324,0.05405405,0.34831461,0.35955056,0.29213483,0.30212766,56,179,235,"sa827126"
"Corey Taylor","NYM","A-,A+,AA,AAA","22-26",218.2,0.33187135,1.62439024,0.18853695,0.50226244,0.3092006,0.18536585,0.03414634,0.44186047,0.25290698,0.30523256,0.11359517,1114,2196,3310,"sa827144"
"Tucker Tubbs","BOS","A,A-","22-24",14.2,0.25581395,0.71428571,0.18181818,0.34090909,0.47727273,0.38095238,0.04761905,0.45454545,0.22727273,0.31818182,0.06989247,54,132,186,"sa827145"
"Kenny Koplove","PHI","A,A-,A+,AAA","21-25",110.2,0.33846154,1.17948718,0.20560748,0.42990654,0.36448598,0.17948718,0.05128205,0.49698795,0.21686747,0.28614458,0.14981856,782,1147,1929,"sa827154"
"Brian Miller","TBR","A,A-,A+","21-23",111.2,0.27051672,2.19047619,0.15189873,0.58227848,0.26582278,0.17857143,0.02380952,0.47734139,0.25377644,0.26888218,0.17008798,263,760,1023,"sa827168"
"Nick Howard","CIN","A,A+,AA,AAA","21-30",225.2,0.31546708,1.45410628,0.20125786,0.47327044,0.3254717,0.11111111,0.0821256,0.49246988,0.23192771,0.27560241,0.10601877,1583,2039,3622,"sa827196"
"Jose Berroteran","SEA","R","19-20",55,0.41237113,1.65454545,0.20652174,0.49456522,0.29891304,0.2,0,0.33854167,0.25,0.41145833,0.22782258,169,327,496,"sa827210"
"Chander Sanz","TBR","R","17-19",72.1,0.28110599,1.4084507,0.20465116,0.46511628,0.33023256,0.25352113,0.07042254,0.46153846,0.28959276,0.24886878,0.18361153,297,362,659,"sa827211"
"Miguelangel Bastidas","PHI","R","18-20",145.1,0.29956897,1.90697674,0.16294643,0.54910714,0.28794643,0.26356589,0.01550388,0.50858369,0.22532189,0.26609442,0.21606119,322,724,1046,"sa827214"
"Tanis Lara","PHI","R","18-19",29.2,0.31460674,0.74358974,0.20930233,0.3372093,0.45348837,0.33333333,0,0.35955056,0.25842697,0.38202247,0.30072464,95,181,276,"sa827215"
"Orestes Melendez","PHI","A-,R","19-23",120,0.31137725,1.29090909,0.21495327,0.4423676,0.34267913,0.19090909,0.01818182,0.3620178,0.29376855,0.34421365,0.25695029,330,857,1187,"sa827216"
"Jose Diaz","PHI","R","18-19",19.2,0.34666667,1.23076923,0.17142857,0.45714286,0.37142857,0.30769231,0,0.55405405,0.21621622,0.22972973,0.11111111,88,101,189,"sa827217"
"Luis Carrasco","PHI","A,A-,A+,AA,R","19-24",261.2,0.29482072,2.1185567,0.16781293,0.565337,0.26685007,0.17010309,0.03608247,0.48026316,0.21447368,0.30526316,0.1713319,1197,2054,3251,"sa827249"
"Ken Figueroa","DET","A-,R","18-21",235.1,0.30068966,1.30923695,0.18555241,0.46175637,0.35269122,0.21686747,0.04016064,0.47002725,0.22888283,0.30108992,0.25661804,390,1461,1851,"sa827250"
"Orlando Romero","TBR","A,A+,R","17-22",199.2,0.31681416,1.04954955,0.18458781,0.41756272,0.39784946,0.23423423,0.04504505,0.49477352,0.21602787,0.28919861,0.17103175,915,1605,2520,"sa827251"
"Jesus Torres","TBR","R","18-18",16.1,0.36,1.15789474,0.16326531,0.44897959,0.3877551,0.21052632,0.05263158,0.45098039,0.15686275,0.39215686,0.27710843,61,105,166,"sa827312"
"Michael Gunn","BOS","A,A-,A+,R","21-22",51.2,0.33986928,1.15789474,0.18543046,0.43708609,0.37748344,0.1754386,0.05263158,0.54193548,0.22580645,0.23225806,0.1238825,313,470,783,"sa827321"
"Geoff DeGroot","NYY","A+,AA,R","22-22",21.2,0.17857143,1.35,0.09615385,0.51923077,0.38461538,0.15,0,0.46428571,0.23214286,0.30357143,0.12962963,90,126,216,"sa827331"
"Colin Welmon","COL","A-,A+","22-24",191.2,0.33279221,1,0.19872814,0.40063593,0.40063593,0.22619048,0.11904762,0.47295209,0.24111283,0.28593509,0.11566858,805,1633,2438,"sa827336"
"Trey Killian","COL","A,A+,R","21-24",357.1,0.33633904,0.99088838,0.22172752,0.3873553,0.39091719,0.18451025,0.12072893,0.46373057,0.25906736,0.27720207,0.10886442,1928,3611,5539,"sa827345"
"Michael Costello","BAL","A,R","22-23",83.2,0.32222222,0.85950413,0.15730337,0.38951311,0.45318352,0.18181818,0.07438017,0.42086331,0.33093525,0.24820144,0.11519364,314,693,1007,"sa827371"
"Kody Kerski","SEA","A,A-,A+,AAA","22-25",182,0.34831461,2.10852713,0.21218075,0.53438114,0.25343811,0.21705426,0.03875969,0.35992579,0.24489796,0.39517625,0.15592135,658,1529,2187,"sa827378"
"Michael Kraft","TOR","A,A-,A+,R","22-23",76,0.27751196,0.86170213,0.15865385,0.38942308,0.45192308,0.20212766,0.04255319,0.38028169,0.24413146,0.37558685,0.23206107,223,432,655,"sa827379"
"Kyle Kubat","KCR","A,A+,AA,AAA,R","22-29",565.2,0.2954272,1.33391916,0.20144317,0.45640409,0.34215274,0.18980668,0.08435852,0.41334895,0.25819672,0.32845433,0.11654046,2880,5572,8452,"sa827380"
"Justin McCalvin","TBR","A-,A+,R","22-23",66,0.31052632,1.01315789,0.203125,0.40104167,0.39583333,0.22368421,0.06578947,0.41538462,0.23589744,0.34871795,0.14066496,249,533,782,"sa827382"
"Nigel Nootbaar","BAL","A,A-","21-22",49,0.34161491,1.66,0.17391304,0.51552795,0.31055901,0.26,0.06,0.39263804,0.26380368,0.34355828,0.11172161,204,342,546,"sa827383"
"Pat Peterson","SEA","A,R","21-23",161.2,0.31340206,1.23809524,0.20169851,0.44161359,0.3566879,0.21428571,0.04166667,0.49281314,0.24229979,0.26488706,0.21457766,415,1053,1468,"sa827384"
"David Speer","CLE","A,A-,A+,AA,AAA","21-26",356.2,0.32224335,1.7755102,0.203125,0.50976563,0.28710938,0.15986395,0.05782313,0.40243902,0.24953096,0.34803002,0.1639857,1395,3081,4476,"sa827385"
"Trey Cochran-Gill","SEA","A-,A+,AA,AAA,R","21-26",309.1,0.31111111,2.79057592,0.1837655,0.60090192,0.21533258,0.17277487,0.10471204,0.43497268,0.22295082,0.3420765,0.12050401,1570,2795,4365,"sa827389"
"Matt Pirro","WSN","A-,R","22-23",39.1,0.28947368,0.83673469,0.18181818,0.37272727,0.44545455,0.20408163,0.04081633,0.46086957,0.25217391,0.28695652,0.14258189,208,311,519,"sa827393"
"Jacob Dorris","HOU","A,A-,A+,AA,AAA,R","22-25",178.1,0.28971963,1.03888889,0.15632184,0.42988506,0.4137931,0.29444444,0.1,0.40540541,0.27477477,0.31981982,0.14844018,1049,1868,2917,"sa827396"
"Dominic Moreno","DET","A,A-,R","22-24",35.1,0.29292929,1.88461538,0.18478261,0.5326087,0.2826087,0.34615385,0,0.41836735,0.15306122,0.42857143,0.21377672,118,303,421,"sa827405"
"Wesley Cox","MIL","R","22-22",19.1,0.36363636,1.29166667,0.17910448,0.46268657,0.35820896,0.08333333,0.08333333,0.45588235,0.22058824,0.32352941,0.21582734,26,113,139,"sa827412"
"Vaughn Hayward","LAD","R","23-23",31,0.41111111,1.65384615,0.1686747,0.51807229,0.31325301,0.15384615,0,0.31111111,0.35555556,0.33333333,0.28947368,64,202,266,"sa827414"
"Eric Karch","PIT","A,A-,A+,AA","22-25",142,0.31042654,1.46616541,0.2,0.47560976,0.32439024,0.18796992,0.11278195,0.44622426,0.23569794,0.3180778,0.1369863,614,1284,1898,"sa827415"
"Chris Murphy","HOU","A,A-,A+,R","22-23",148.1,0.31012658,1.88461538,0.19871795,0.52350427,0.27777778,0.2,0.09230769,0.39793814,0.21237113,0.38969072,0.09490509,631,1371,2002,"sa827417"
"Ben Smith","HOU","A-,R","23-24",69.1,0.31666667,0.82278481,0.19101124,0.36516854,0.44382022,0.3164557,0.05063291,0.35326087,0.23369565,0.41304348,0.13976555,477,632,1109,"sa827421"
"Daniel Koger","COL","A,A-,R","21-22",62.2,0.39037433,1.3442623,0.2311828,0.44086022,0.32795699,0.21311475,0.08196721,0.35416667,0.31770833,0.328125,0.20164609,221,508,729,"sa827428"
"Brandon Magallones","CHW","R","22-23",50.2,0.26923077,0.85964912,0.1969697,0.37121212,0.43181818,0.1754386,0.0877193,0.44776119,0.20149254,0.35074627,0.22011385,167,360,527,"sa827429"
"Kevin Mooney","WSN","A-","20-21",46,0.29496403,1.1372549,0.19852941,0.42647059,0.375,0.25490196,0.01960784,0.30714286,0.25714286,0.43571429,0.08333333,331,449,780,"sa827431"
"Preston Morrison","CHC","A,A-,A+,AA,AAA","21-24",332,0.3004158,1.94095941,0.16718913,0.54963427,0.28317659,0.14760148,0.09594096,0.56504065,0.21747967,0.21747967,0.13323782,1717,3169,4886,"sa827432"
"Alex Robinson","MIN","A,A+,R","20-23",134.2,0.30434783,1.30909091,0.14189189,0.48648649,0.37162162,0.29090909,0.07272727,0.39542484,0.21895425,0.38562092,0.1884542,824,1272,2096,"sa827436"
"Trey Teakell","DET","A,A-,A+","23-26",61,0.26153846,1.87037037,0.20512821,0.51794872,0.27692308,0.27777778,0.07407407,0.42929293,0.24242424,0.32828283,0.14032496,192,485,677,"sa827438"
"Alex Farina","MIL","A,R","22-23",87.1,0.30350195,1.16326531,0.15537849,0.45418327,0.39043825,0.19387755,0.03061224,0.4015444,0.23938224,0.35907336,0.1283608,396,757,1153,"sa827441"
"Johnathan Frebis","CHW","A,R","22-23",152.2,0.31827515,2.24390244,0.17561983,0.57024793,0.25413223,0.1300813,0.05691057,0.46963563,0.24696356,0.28340081,0.09722853,842,1359,2201,"sa827443"
"Logan Jernigan","SDP","A-","21-21",37,0.31958763,1.11904762,0.11,0.47,0.42,0.0952381,0.11904762,0.41176471,0.18627451,0.40196078,0.25233645,96,225,321,"sa827445"
"Mason McCullough","ARI","A,A-,A+,AA","21-26",189.2,0.29742389,1.09090909,0.18823529,0.42352941,0.38823529,0.23636364,0.05454545,0.36009174,0.23394495,0.4059633,0.15689285,1393,1864,3257,"sa827446"
"Ian Tompkins","KCR","A+,R","21-23",47.2,0.30578512,2.03333333,0.20175439,0.53508772,0.26315789,0.13333333,0.06666667,0.31147541,0.20491803,0.48360656,0.19897959,263,325,588,"sa827448"
"Jordan DeLorenzo","STL","A,A-,R","21-23",72.2,0.36714976,0.97590361,0.19607843,0.39705882,0.40686275,0.27710843,0.09638554,0.45539906,0.23474178,0.30985915,0.20066519,272,630,902,"sa827452"
"Bryant Holtmann","ARI","R","22-23",92,0.3630363,3.25,0.20134228,0.61073826,0.18791946,0.125,0.07142857,0.52750809,0.18770227,0.28478964,0.13682277,402,687,1089,"sa827456"
"Andrew Istler","LAD","A,A+,AA,AAA,R","22-26",233,0.32819723,1.26605505,0.22204724,0.43464567,0.34330709,0.21100917,0.03211009,0.4054878,0.26371951,0.33079268,0.12782839,1161,2242,3403,"sa827457"
"Sarkis Ohanian","CIN","A,A+,R","21-24",100.2,0.31603774,0.87058824,0.2464455,0.3507109,0.4028436,0.21176471,0.08235294,0.49541284,0.25229358,0.25229358,0.21721311,535,929,1464,"sa827459"
"Austin Pettibone","TEX","A,A-,A+,R","21-25",200.2,0.31611894,1.95321637,0.19968304,0.52931854,0.27099842,0.16959064,0.11111111,0.40121581,0.2674772,0.33130699,0.14827096,604,1507,2111,"sa827460"
"Andrew Thome","HOU","A,A+,AA,AAA,R","22-25",206.1,0.30122324,3.31967213,0.18167702,0.62888199,0.18944099,0.26229508,0.09836066,0.46385542,0.20783133,0.32831325,0.11871814,948,1798,2746,"sa827462"
"Brian Clark","CHW","A+,AA,AAA,R","21-26",308.2,0.33705357,1.96086957,0.20813953,0.5244186,0.26744186,0.22173913,0.04782609,0.45707915,0.24414716,0.29877369,0.15901319,1336,2758,4094,"sa827463"
"Lucas Long","BAL","A,A-,A+,AA,AAA,R","21-26",474,0.33061224,1.97172237,0.20495186,0.52751032,0.26753783,0.17737789,0.11053985,0.49866489,0.23497997,0.26635514,0.10656604,2173,4452,6625,"sa827466"
"Jared Miller","ARI","A,A-,A+,AA,AAA,R","20-25",338.1,0.28523112,1.77480916,0.1662844,0.53325688,0.30045872,0.15648855,0.08778626,0.48066298,0.23535912,0.2839779,0.17051897,1674,2912,4586,"sa827467"
"Luis Paula","PIT","A-,R","21-23",98.2,0.28333333,1.93670886,0.19723183,0.52941176,0.2733564,0.15189873,0.05063291,0.39144737,0.21381579,0.39473684,0.15539947,351,788,1139,"sa827469"
"Jeremy Rhoades","LAA","A,A+,AA,AAA,R","21-28",535,0.31413948,1.20989761,0.18399496,0.44675488,0.36925016,0.21672355,0.11945392,0.46503067,0.27791411,0.25705521,0.16902516,2583,5049,7632,"sa827471"
"Dalton Brown","MIL","A,R","22-23",23.2,0.3164557,1.61904762,0.26666667,0.45333333,0.28,0.14285714,0.04761905,0.4,0.275,0.325,0.10283688,98,184,282,"sa827474"
"Andro Cutura","MIN","A,A+,AA,AAA,R","21-25",239.2,0.31034483,2.18232044,0.18758815,0.55712271,0.25528914,0.13812155,0.0441989,0.53206003,0.20736698,0.26057299,0.13543307,1077,2098,3175,"sa827476"
"Dillon Ortman","LAA","A+,R","22-22",36,0.2991453,0.98039216,0.1512605,0.42016807,0.42857143,0.2745098,0.09803922,0.5,0.24590164,0.25409836,0.16666667,104,250,354,"sa827478"
"Ryan Riga","CHW","A,A+,R","22-24",160,0.3209607,2.55769231,0.18502203,0.58590308,0.22907489,0.19230769,0.08653846,0.46895075,0.23554604,0.29550321,0.14109264,755,1350,2105,"sa827479"
"Tucker Simpson","MIA","A-,A+,R","22-22",28.1,0.23376623,1.16666667,0.13333333,0.46666667,0.4,0.4,0,0.38961039,0.28571429,0.32467532,0.25581395,45,170,215,"sa827480"
"Darrell Hunter","TEX","A-","23-23",18.2,0.30612245,1.66666667,0.16666667,0.52083333,0.3125,0.2,0.06666667,0.58,0.24,0.18,0.39072848,29,122,151,"sa827485"
"Alex Katz","CHW","A,A+,AA,R","20-26",247.1,0.34375,2.42857143,0.17241379,0.5862069,0.24137931,0.20238095,0.08333333,0.43375174,0.23430962,0.33193863,0.12719752,1512,2356,3868,"sa827486"
"Michael Matuella","TEX","A,A-,A+","22-25",171.2,0.34416826,1.59235669,0.22179732,0.47801147,0.3001912,0.1910828,0.11464968,0.40074212,0.24118738,0.3580705,0.10985729,1136,1877,3013,"sa827490"
"Kevin McAvoy","BOS","A-,A+,AA","20-24",499.2,0.30810093,1.99036145,0.16878768,0.55324849,0.27796383,0.19277108,0.07228916,0.48244473,0.21521456,0.3023407,0.0966776,2723,4290,7013,"sa827491"
"Jordan Minch","CHC","A,A+,AA,AAA,R","20-25",266.2,0.2960103,1.30141844,0.15384615,0.47848761,0.36766623,0.19148936,0.08865248,0.41947566,0.25093633,0.32958801,0.12045691,1418,2434,3852,"sa827492"
"Dan Savas","ARI","A-,R","21-22",68.1,0.32178218,2.21153846,0.15228426,0.58375635,0.26395939,0.23076923,0.03846154,0.43627451,0.17156863,0.39215686,0.28455285,103,389,492,"sa827494"
"Sam Lindquist","SEA","A-","22-22",21,0.34666667,1.82608696,0.12162162,0.56756757,0.31081081,0.13043478,0.04347826,0.51315789,0.22368421,0.26315789,0.10837438,97,106,203,"sa827501"
"Alvaro Fernandez","SEA","R","17-18",31.2,0.1827957,1.25714286,0.11235955,0.49438202,0.39325843,0.25714286,0.02857143,0.47368421,0.23157895,0.29473684,0.19634703,77,142,219,"sa827571"
"Jose Leidenz","CHC","R","19-22",106,0.30057803,1.29565217,0.16719243,0.47003155,0.36277603,0.20869565,0.02608696,0.52923977,0.19298246,0.27777778,0.24766977,182,569,751,"sa827573"
"Ramon Moreno","ATL","R","24-24",39.2,0.28448276,1.13636364,0.13761468,0.4587156,0.40366972,0.25,0.02272727,0.48695652,0.27826087,0.23478261,0.32034632,16,215,231,"sa827935"
"Luis Barrios","ATL","R","17-19",70,0.33333333,1.26027397,0.12698413,0.48677249,0.38624339,0.31506849,0.01369863,0.43434343,0.25252525,0.31313131,0.29721362,230,416,646,"sa827942"
"Luis Sanchez","TOR","A-,R","20-22",162.1,0.31660232,1.21827411,0.12072435,0.48289738,0.39637827,0.1928934,0.02538071,0.46449136,0.26871401,0.26679463,0.20012829,497,1062,1559,"sa827949"
"Luis Rosario","TEX","A-,R","17-22",316,0.32908913,1.19830028,0.21138211,0.42987805,0.35873984,0.27478754,0.04532578,0.47910593,0.23517979,0.28571429,0.24487427,538,2047,2585,"sa827956"
"Samir Vivas","TEX","A,A-,A+,AA,AAA,R","19-23",154.2,0.29496403,1.11538462,0.18918919,0.42751843,0.38329238,0.21794872,0.05769231,0.44103774,0.25,0.30896226,0.22164352,555,1173,1728,"sa827957"
"Carlos Hernandez","NYM","A,A+,R","19-24",380.2,0.30063579,1.04555809,0.16231343,0.42817164,0.40951493,0.22551253,0.04783599,0.42689531,0.25,0.32310469,0.1603197,1400,2854,4254,"sa827961"
"Yancarlos Baez","NYY","R","21-23",29.2,0.28089888,2.38095238,0.19318182,0.56818182,0.23863636,0.0952381,0.0952381,0.51648352,0.20879121,0.27472527,0.22594142,65,174,239,"sa827962"
"Victor Concepcion","SFG","A-,R","17-21",173.2,0.33470226,0.96097561,0.16424116,0.40956341,0.42619543,0.23902439,0.07317073,0.48809524,0.2281746,0.28373016,0.27787934,409,1232,1641,"sa827971"
"Julio Benitez","SFG","A-,R","19-22",159,0.30374753,1.20765027,0.17382413,0.45194274,0.37423313,0.19672131,0.03278689,0.50389105,0.22178988,0.27431907,0.18573186,466,1160,1626,"sa827972"
"Alvaro Diaz","SFG","A-,R","21-24",52.2,0.33566434,1.18367347,0.2189781,0.42335766,0.35766423,0.32653061,0.02040816,0.44755245,0.22377622,0.32867133,0.27325581,167,349,516,"sa827973"
"Cesar Araujo","LAA","R","17-17",19,0.34920635,0.73529412,0.078125,0.390625,0.53125,0.17647059,0.05882353,0.4,0.26153846,0.33846154,0.23857868,82,115,197,"sa828120"
"Abel Duarte","NYY","A-,A+,R","20-24",202,0.32195122,1.04918033,0.15540541,0.43243243,0.41216216,0.18032787,0.04508197,0.4784,0.2448,0.2768,0.18943626,583,1386,1969,"sa828135"
