Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Nathan Eovaldi, W (6-2)",5.1,4,0,0,1,7,0,4.01,22,101,71,40,15,16,6,8,4,0,66.0,,,0.29,1.11,0.22%,1.4,2.8
"Josh Taylor, H (5)",1.0,3,0,0,0,2,0,4.67,6,21,16,9,4,3,2,2,0,0,,1.0,0.0,-0.02,1.81,-0.01%,2.3,-0.1
"Adam Ottavino, H (12)",0.2,0,0,0,1,2,0,2.95,3,18,10,5,3,2,0,0,0,0,,2.0,0.0,0.17,3.59,0.13%,4.55,1.3
"Darwinzon Hernandez, H (7)",0.2,0,0,0,1,1,0,3.38,3,15,9,6,2,1,1,0,0,0,,0.0,0.0,0.045,1.04,0.03%,1.32,0.3
"Hirokazu Sawamura, H (3)",0.1,1,0,0,0,1,0,2.75,2,6,5,1,4,0,1,0,0,0,,1.0,0.0,0.038,2.52,0.03%,3.19,0.3
"Matt Barnes, S (12)",1.0,2,1,1,0,1,0,2.63,4,15,10,6,2,2,2,1,1,0,,0.0,0.0,0.039,1.35,0.03%,1.7,-0.4
Team Totals,9.0,10,1,1,3,14,0,1.0,40,176,121,67,30,24,12,11,5,0,66.0,4.0,0.0,0.562,1.55,0.43%,1.96,4.1
