Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Enrique Hernandez CF,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.245,0.299,0.411,0.709,10.0,7.0,-0.071,0.67,0.0,-0.071%,-0.05%,0.85,-1.0,0.0,0.0,
Alex Verdugo LF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.287,0.345,0.461,0.806,11.0,8.0,-0.052,0.49,0.0,-0.052%,-0.04%,0.62,-0.7,1.0,0.0,
J.D. Martinez DH,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.333,0.404,0.593,0.996,12.0,9.0,0.023,0.5,0.042,-0.019%,0.02%,0.64,0.1,,,2·2B
Xander Bogaerts SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.326,0.387,0.565,0.952,19.0,14.0,-0.092,0.82,0.0,-0.092%,-0.07%,1.04,-1.2,1.0,3.0,
Rafael Devers 3B,4.0,2.0,3.0,0.0,0.0,0.0,4.0,0.284,0.354,0.607,0.961,13.0,11.0,0.07,0.59,0.093,-0.023%,0.05%,0.75,1.1,2.0,1.0,2·2B
Hunter Renfroe RF,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.25,0.285,0.432,0.717,15.0,11.0,0.087,0.73,0.114,-0.027%,0.07%,0.93,1.4,4.0,0.0,2B
Bobby Dalbec 1B,4.0,0.0,2.0,1.0,0.0,2.0,4.0,0.209,0.262,0.388,0.65,18.0,12.0,0.021,1.01,0.095,-0.074%,0.02%,1.27,0.2,5.0,0.0,
Kevin Plawecki C,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.265,0.321,0.388,0.709,13.0,9.0,0.019,1.01,0.093,-0.074%,0.01%,1.28,-0.5,14.0,1.0,
Christian Arroyo 2B,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.263,0.317,0.355,0.672,7.0,6.0,-0.069,0.85,0.0,-0.069%,-0.05%,1.07,-1.0,0.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Nathan Eovaldi P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Ottavino P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Darwinzon Hernandez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hirokazu Sawamura P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,3.0,12.0,3.0,0.0,6.0,35.0,0.343,0.343,0.486,0.829,118.0,87.0,-0.064,0.73,0.437,-0.501%,-0.05%,0.92,-1.5,27.0,6.0,
