0,1,2
1.0,Magneuris Sierra,RF
2.0,Starling Marte,CF
3.0,Jesus Aguilar,1B
4.0,Garrett Cooper,DH
5.0,Corey Dickerson,LF
6.0,Jon Berti,3B
7.0,Isan Diaz,2B
8.0,Sandy Leon,C
9.0,Jose Devers,SS
,Trevor Rogers,P
