Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"5,(1-2) SCBFX",O,MIA,Magneuris Sierra,Nathan Eovaldi,2%,52%,Flyball: LF (Short LF-CF)
t1,0-0,1,---,"3,(1-1) CBX",,MIA,Starling Marte,Nathan Eovaldi,-4%,48%,Double to LF (Line Drive)
t1,0-0,1,-2-,"4,(1-2) BFFS",O,MIA,Jesus Aguilar,Nathan Eovaldi,3%,52%,Strikeout Swinging
t1,0-0,2,-2-,"4,(0-2) CSFB",,MIA,Garrett Cooper,Nathan Eovaldi,0%,51%,Wild Pitch; Marte to 3B
t1,0-0,2,--3,"7,(2-2) CSFB.FBC",O,MIA,Garrett Cooper,Nathan Eovaldi,4%,55%,Strikeout Looking
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Trevor Rogers facing 1-2-3"
b1,0-0,0,---,"4,(2-1) BBCX",O,BOS,Enrique Hernandez,Trevor Rogers,-2%,53%,Flyball: RF (Deep 1B)
b1,0-0,1,---,"2,(1-0) BX",O,BOS,Alex Verdugo,Trevor Rogers,-2%,51%,Lineout: 2B (Deep 2B)
