Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Francisco Lindor SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.288,0.368,0.54,0.908,21.0,13.0,-0.058,0.58,0.004,-0.062%,-0.00%,0.07,-0.1,2.0,4.0,
Yandy Díaz DH-1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.333,0.36,0.417,0.777,27.0,20.0,-0.044,0.52,0.006,-0.050%,-0.00%,0.07,-1.2,1.0,1.0,GDP
Jose Ramirez 3B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.296,0.408,0.62,1.027,11.0,8.0,-0.036,0.48,0.0,-0.036%,-0.00%,0.06,-0.7,1.0,0.0,
Erik Gonzalez 3B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.284,0.32,0.405,0.725,1.0,1.0,0.0,0.01,0.0,0.000%,0%,0.0,-0.4,0.0,0.0,
Edwin Encarnacion 1B,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.233,0.319,0.476,0.795,11.0,8.0,-0.032,0.53,0.006,-0.038%,-0.00%,0.07,0.0,3.0,0.0,
Josh Tomlin P-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,
Melky Cabrera LF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.27,0.311,0.441,0.752,11.0,7.0,-0.059,0.72,0.0,-0.059%,-0.01%,0.09,-1.4,2.0,0.0,
Brandon Guyer RF,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.191,0.285,0.362,0.647,11.0,6.0,-0.03,0.47,0.004,-0.033%,-0.00%,0.06,0.1,3.0,0.0,HBP
Jason Kipnis 2B,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.22,0.309,0.35,0.66,6.0,4.0,-0.047,0.61,0.0,-0.047%,-0.00%,0.08,-1.2,2.0,0.0,GDP
Roberto Perez C,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.156,0.238,0.231,0.469,13.0,8.0,-0.026,0.34,0.0,-0.026%,-0.00%,0.04,-0.5,7.0,1.0,
Greg Allen CF,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.258,0.296,0.335,0.631,12.0,9.0,0.022,0.4,0.026,-0.004%,0.00%,0.05,0.4,2.0,0.0,SB
,,,,,,,,,,,,,,,,,,,,,,,
Adam Plutko P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Cimber P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Oliver Perez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,29.0,0.0,5.0,0.0,0.0,7.0,30.0,0.172,0.2,0.172,0.372,124.0,84.0,-0.31,0.5,0.046,-0.355%,-0.02%,0.06,-4.8,24.0,6.0,
