Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Brett Gardner LF-CF,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.238,0.324,0.371,0.695,26.0,16.0,0.0,0.59,0.042,-0.043%,0%,0.0,-0.3,1.0,0.0,
Andrew McCutchen RF-LF,5.0,0.0,2.0,0.0,0.0,2.0,5.0,0.255,0.368,0.424,0.792,14.0,11.0,-0.011,0.67,0.04,-0.051%,0%,0.0,-0.3,1.0,0.0,
Aaron Hicks CF,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.249,0.368,0.47,0.838,7.0,5.0,-0.032,1.34,0.027,-0.060%,0%,0.0,-0.2,1.0,0.0,
Tyler Wade PR-RF,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.169,0.217,0.277,0.494,9.0,5.0,-0.004,0.07,0.0,-0.004%,0%,0.0,-0.4,1.0,0.0,
Giancarlo Stanton DH,4.0,1.0,3.0,2.0,0.0,1.0,4.0,0.266,0.343,0.509,0.852,19.0,12.0,0.096,1.05,0.162,-0.066%,0%,0.0,2.1,,,"HR,2B"
Kyle Higashioka PH-DH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.169,0.244,0.324,0.568,5.0,2.0,-0.001,0.03,0.0,-0.001%,0%,0.0,-0.2,,,
Didi Gregorius SS,3.0,2.0,1.0,0.0,0.0,1.0,3.0,0.268,0.335,0.494,0.829,10.0,7.0,-0.002,1.14,0.043,-0.045%,0%,0.0,-0.3,0.0,0.0,
Adeiny Hechavarria SS,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.248,0.278,0.347,0.625,7.0,6.0,-0.002,0.04,0.0,-0.002%,0%,0.0,-0.4,0.0,0.0,
Miguel Andujar 3B,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.297,0.329,0.527,0.856,7.0,5.0,0.038,0.82,0.101,-0.064%,0%,0.0,0.9,2.0,1.0,2·2B
Greg Bird 1B,5.0,1.0,2.0,1.0,0.0,2.0,5.0,0.199,0.286,0.386,0.672,26.0,17.0,0.108,0.51,0.138,-0.030%,0%,0.0,0.4,6.0,0.0,2B
Austin Romine C,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.244,0.295,0.417,0.713,13.0,9.0,0.0,0.55,0.043,-0.043%,0%,0.0,0.3,14.0,0.0,
Gleyber Torres 2B,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.274,0.342,0.485,0.827,14.0,8.0,0.209,0.9,0.217,-0.009%,0%,0.0,1.8,1.0,2.0,HR
Ronald Torreyes 2B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.283,0.297,0.374,0.671,7.0,4.0,-0.001,0.04,0.0,-0.001%,0%,0.0,-0.2,0.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Domingo German P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Stephen Tarpley P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Lance Lynn P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Sonny Gray P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tommy Kahnle P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jonathan Holder P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Aroldis Chapman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,41.0,8.0,13.0,8.0,2.0,12.0,43.0,0.317,0.349,0.561,0.91,164.0,107.0,0.398,0.69,0.813,-0.419%,0.00%,0.0,3.2,27.0,7.0,
