Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Michael Chavis 2B,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.29,0.389,0.57,0.959,6.0,5.0,0.115,0.85,0.158,-0.043%,0.07%,0.83,0.8,3.0,1.0,HR
Mookie Betts RF,4.0,3.0,3.0,0.0,0.0,0.0,4.0,0.298,0.408,0.491,0.899,22.0,12.0,0.065,1.11,0.116,-0.050%,0.04%,1.1,0.8,2.0,0.0,2B
Xander Bogaerts SS,4.0,0.0,2.0,2.0,0.0,0.0,4.0,0.275,0.374,0.479,0.853,17.0,11.0,0.353,1.31,0.38,-0.028%,0.21%,1.29,2.1,2.0,3.0,2B
J.D. Martinez LF,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.308,0.39,0.521,0.91,20.0,11.0,-0.103,1.2,0.0,-0.103%,-0.06%,1.18,-1.0,2.0,0.0,
Christian Vazquez C,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.316,0.363,0.535,0.898,12.0,7.0,-0.011,0.94,0.054,-0.065%,-0.01%,0.92,0.1,13.0,0.0,
Steve Pearce 1B,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.121,0.183,0.152,0.335,14.0,9.0,-0.027,1.14,0.036,-0.063%,-0.02%,1.13,-0.3,3.0,0.0,
Mitch Moreland PH-1B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.225,0.32,0.558,0.878,4.0,3.0,-0.022,0.88,0.0,-0.022%,-0.01%,0.87,-0.4,0.0,0.0,
Rafael Devers 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.306,0.377,0.429,0.806,11.0,8.0,-0.129,1.08,0.026,-0.155%,-0.08%,1.07,-1.4,0.0,1.0,GDP
Eduardo Nunez DH,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.173,0.192,0.24,0.432,12.0,9.0,-0.083,1.0,0.0,-0.083%,-0.05%,0.98,-0.7,,,
Jackie Bradley Jr. CF,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.144,0.245,0.176,0.421,12.0,8.0,-0.093,1.16,0.0,-0.093%,-0.06%,1.15,-0.7,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Chris Sale P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Marcus Walden P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,4.0,11.0,4.0,0.0,3.0,34.0,0.324,0.324,0.471,0.794,130.0,83.0,0.065,1.08,0.77,-0.705%,0.04%,1.07,-0.7,27.0,5.0,
