Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"4,(2-1) BCBX",O,TBR,Austin Meadows,Rick Porcello,-2%,48%,Flyball: LF (LF-CF)
t1,0-0,1,---,"4,(1-2) CFBX",O,TBR,Tommy Pham,Rick Porcello,-2%,46%,Groundout: SS-1B (SS-2B)
t1,0-0,2,---,"4,(1-2) CFBX",,TBR,Brandon Lowe,Rick Porcello,2%,48%,Double to LF (Fly Ball to Deep LF)
t1,0-0,2,-2-,"3,(0-2) FCX",O,TBR,Avisail Garcia,Rick Porcello,-3%,45%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Rays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Yonny Chirinos facing 1-2-3"
b1,0-0,0,---,"4,(1-2) CBCX",O,BOS,Mookie Betts,Yonny Chirinos,2%,47%,Groundout: SS-1B
b1,0-0,1,---,"6,(3-2) BFFBBX",O,BOS,Andrew Benintendi,Yonny Chirinos,2%,49%,Lineout: RF (Deep RF)
b1,0-0,2,---,"1,(0-0) X",O,BOS,Rafael Devers,Yonny Chirinos,1%,50%,Bunt Groundout: P-1B (Front of Home)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0."
"Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7","Top of the 2nd, Rays Batting, Tied 0-0, Red Sox' Rick Porcello facing 5-6-7"
t2,0-0,0,---,"6,(3-2) CBCBBX",R,TBR,Ji-Man Choi,Rick Porcello,10%,60%,Home Run (Fly Ball to Deep CF-RF)
t2,1-0,0,---,"2,(0-1) CX",O,TBR,Yandy Díaz,Rick Porcello,-2%,57%,Groundout: 2B-1B (Deep 2B)
t2,1-0,1,---,"3,(1-1) FBX",O,TBR,Kevin Kiermaier,Rick Porcello,-2%,56%,Groundout: SS-1B
t2,1-0,2,---,"3,(1-1) CBX",O,TBR,Willy Adames,Rick Porcello,-1%,55%,Lineout: RF (CF-RF)
,,,,,,,,,"1 run, 1 hit, 0 errors, 0 LOB. Rays 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Rays 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Rays 1, Red Sox 0."
