0,1,2,0,1,2
1.0,Dee Strange-Gordon,2B,1.0,Tzu-Wei Lin,SS
2.0,Mitch Haniger,RF,2.0,Andrew Benintendi,LF
3.0,Nelson Cruz,DH,3.0,J.D. Martinez,RF
4.0,Kyle Seager,3B,4.0,Mitch Moreland,1B
5.0,Ryon Healy,1B,5.0,Brock Holt,2B
6.0,Ben Gamel,LF,6.0,Rafael Devers,3B
7.0,Guillermo Heredia,CF,7.0,Eduardo Nunez,DH
8.0,Chris Herrmann,C,8.0,Christian Vazquez,C
9.0,Andrew Romine,SS,9.0,Jackie Bradley Jr.,CF
,Mike Leake,P,,Eduardo Rodriguez,P
