Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Garrett Richards facing 1-2-3"
t1,0-0,0,---,"4,(3-0) BBBB",,TOR,Cavan Biggio,Garrett Richards,3%,53%,Walk
t1,0-0,0,1--,"5,(1-2) C11*SBFH",,TOR,Bo Bichette,Garrett Richards,5%,59%,Hit By Pitch; Biggio to 2B
t1,0-0,0,12-,"1,(0-0) X",R,TOR,Vladimir Guerrero Jr.,Garrett Richards,8%,67%,Single to LF (Line Drive to LF-CF); Biggio Scores; Bichette to 2B
t1,1-0,0,12-,"3,(1-1) *SBX",OO,TOR,Rowdy Tellez,Garrett Richards,-9%,58%,Ground Ball Double Play: 1B-SS-P (2B-1B); Bichette to 3B
,,,,,,,,,Force Play Challenged by BOS manager (Alex Cora): Original call overturned as shown.,Force Play Challenged by BOS manager (Alex Cora): Original call overturned as shown.,Force Play Challenged by BOS manager (Alex Cora): Original call overturned as shown.
t1,1-0,2,--3,"3,(2-0) B*BX",O,TOR,Randal Grichuk,Garrett Richards,-3%,54%,Groundout: SS-1B (Deep SS)
,,,,,,,,,"1 run, 1 hit, 0 errors, 1 LOB. Blue Jays 1, Red Sox 0.","1 run, 1 hit, 0 errors, 1 LOB. Blue Jays 1, Red Sox 0.","1 run, 1 hit, 0 errors, 1 LOB. Blue Jays 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Blue Jays' Trent Thornton facing 1-2-3"
b1,0-1,0,---,"6,(1-2) CBFFFX",O,BOS,Enrique Hernandez,Trent Thornton,2%,57%,Popfly: SS (Weak SS-2B)
