Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Trent Thornton,2.0,2,0,0,0,0,0,1.86,7,25,18,13,1,4,2,5,2,0,52.0,,,0.096,0.87,0.06%,0.84,1.1
Tommy Milone,2.1,4,2,2,0,4,0,4.22,11,44,29,15,8,6,4,3,2,0,,0.0,0.0,-0.02,1.13,-0.01%,1.09,-0.3
"David Phelps, H (2)",0.2,1,0,0,1,1,0,1.5,4,17,9,7,0,2,2,0,0,0,,2.0,1.0,0.022,2.83,0.01%,2.73,-0.0
"Ryan Borucki, W (2-1)",2.0,1,0,0,1,2,0,2.7,7,23,15,7,1,7,3,1,0,0,,0.0,0.0,0.17,1.58,0.10%,1.52,1.1
"Rafael Dolis, H (1)",1.0,1,1,1,1,2,1,4.5,6,24,14,6,5,3,2,1,0,0,,0.0,0.0,0.007,2.42,0.00%,2.34,-0.4
"Tim Mayza, H (1)",0.2,1,0,0,0,1,0,0.0,3,19,12,10,1,1,2,0,0,0,,0.0,0.0,0.03,1.46,0.02%,1.4,0.2
"Anthony Castro, S (1)",0.1,0,0,0,0,0,0,0.0,1,2,2,1,0,1,1,0,0,0,,1.0,0.0,0.019,0.63,0.01%,0.61,0.4
Team Totals,9.0,10,3,3,3,10,1,3.0,39,154,99,59,16,24,16,10,4,0,52.0,3.0,1.0,0.324,1.55,0.19%,1.49,2.1
