Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3"
t1,0-0,0,---,"3,(1-1) CBX",O,LAA,David Fletcher,Nick Pivetta,2%,52%,Lineout: SS (Deep SS)
t1,0-0,1,---,"6,(2-2) BSSFBX",,LAA,Shohei Ohtani,Nick Pivetta,-4%,48%,Double to LF (Fly Ball to Deep LF Line)
t1,0-0,1,-2-,"4,(1-2) CSBC",O,LAA,Mike Trout,Nick Pivetta,3%,52%,Strikeout Looking
t1,0-0,2,-2-,"3,(0-2) CFX",O,LAA,Anthony Rendon,Nick Pivetta,3%,55%,Flyball: LF (Deep LF-CF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 1-2-3"
b1,0-0,0,---,"6,(3-2) SBSBBS",O,BOS,Michael Chavis,Griffin Canning,-2%,53%,Strikeout Swinging
b1,0-0,1,---,"3,(1-1) CBX",O,BOS,Alex Verdugo,Griffin Canning,-2%,51%,Popfly: SS (Deep SS-2B)
b1,0-0,2,---,"5,(3-1) BFBBX",,BOS,J.D. Martinez,Griffin Canning,1%,52%,Single to LF (Ground Ball)
b1,0-0,2,1--,"4,(1-2) BCFX",O,BOS,Xander Bogaerts,Griffin Canning,-2%,50%,Groundout: 3B-2B/Forceout at 2B (SS-3B Hole); Bogaerts to 1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0."
"Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Nick Pivetta facing 5-6-7"
t2,0-0,0,---,"3,(1-1) BCX",O,LAA,Jared Walsh,Nick Pivetta,2%,52%,Lineout: LF (Short LF)
t2,0-0,1,---,"4,(0-2) SSFC",O,LAA,Justin Upton,Nick Pivetta,2%,54%,Strikeout Looking
t2,0-0,2,---,"4,(1-2) BFFX",,LAA,José Iglesias,Nick Pivetta,-1%,53%,Single to RF (Line Drive to CF-RF)
t2,0-0,2,1--,"2,(1-0) B1X",O,LAA,Taylor Ward,Nick Pivetta,2%,55%,Flyball: CF (Deep CF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Angels 0, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Angels' Griffin Canning facing 5-6-7"
b2,0-0,0,---,"2,(0-1) FX",,BOS,Rafael Devers,Griffin Canning,4%,59%,Single to LF (Line Drive to LF-CF)
b2,0-0,0,1--,"3,(0-2) C1S1C",O,BOS,Christian Vazquez,Griffin Canning,-3%,56%,Strikeout Looking
b2,0-0,1,1--,"2,(1-0) 1BX",O,BOS,Marwin Gonzalez,Griffin Canning,-3%,52%,Popfly: C
b2,0-0,2,1--,"5,(3-1) FBB*BX",RR,BOS,Hunter Renfroe,Griffin Canning,18%,71%,Home Run (Fly Ball to Deep CF); Devers Scores
b2,2-0,2,---,"6,(3-2) BBBCSB",,BOS,Bobby Dalbec,Griffin Canning,1%,72%,Walk
b2,2-0,2,1--,"4,(0-2) FSF>B",,BOS,Michael Chavis,Griffin Canning,1%,73%,Dalbec Steals 2B
b2,2-0,2,-2-,"5,(1-2) FSF>B.S",O,BOS,Michael Chavis,Griffin Canning,-3%,70%,Strikeout Swinging
,,,,,,,,,"2 runs, 2 hits, 0 errors, 1 LOB. Angels 0, Red Sox 2.","2 runs, 2 hits, 0 errors, 1 LOB. Angels 0, Red Sox 2.","2 runs, 2 hits, 0 errors, 1 LOB. Angels 0, Red Sox 2."
"Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2","Top of the 3rd, Angels Batting, Behind 0-2, Red Sox' Nick Pivetta facing 9-1-2"
t3,0-2,0,---,"3,(0-2) CFC",O,LAA,Drew Butera,Nick Pivetta,3%,73%,Strikeout Looking
t3,0-2,1,---,"4,(2-1) CBBX",O,LAA,David Fletcher,Nick Pivetta,2%,74%,Foul Popfly: 3B
t3,0-2,2,---,"6,(2-2) BCFFBS",O,LAA,Shohei Ohtani,Nick Pivetta,1%,76%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 2."
"Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4","Bottom of the 3rd, Red Sox Batting, Ahead 2-0, Angels' Griffin Canning facing 2-3-4"
b3,2-0,0,---,"4,(2-1) BBCX",O,BOS,Alex Verdugo,Griffin Canning,-2%,74%,Groundout: 1B-P
b3,2-0,1,---,"5,(3-1) SBBBB",,BOS,J.D. Martinez,Griffin Canning,2%,76%,Walk
b3,2-0,1,1--,"4,(1-2) B1SSS",O,BOS,Xander Bogaerts,Griffin Canning,-2%,74%,Strikeout Swinging
b3,2-0,2,1--,"8,(3-2) BFF*BFF*B>S",O,BOS,Rafael Devers,Griffin Canning,-2%,72%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Angels 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 1 LOB. Angels 0, Red Sox 2.","0 runs, 0 hits, 0 errors, 1 LOB. Angels 0, Red Sox 2."
