Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3"
t1,0-0,0,---,"3,(1-1) CBX",O,MIA,Jon Berti,Martin Perez,2%,52%,Groundout: 1B unassisted
t1,0-0,1,---,"2,(0-1) CX",,MIA,Starling Marte,Martin Perez,-4%,48%,Double to CF (Line Drive to Deep LF-CF)
t1,0-0,1,-2-,"3,(0-2) CCX",O,MIA,Jesus Aguilar,Martin Perez,3%,52%,Groundout: 2B-1B (SS-2B)
t1,0-0,2,-2-,"7,(3-2) B*BBCCFS",O,MIA,Garrett Cooper,Martin Perez,3%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Marlins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Marlins' Cody Poteet facing 1-2-3"
b1,0-0,0,---,"7,(2-2) BBCFFFC",O,BOS,Enrique Hernandez,Cody Poteet,-2%,53%,Strikeout Looking
b1,0-0,1,---,"3,(0-2) CFX",O,BOS,Alex Verdugo,Cody Poteet,-2%,51%,Groundout: 2B-1B (2B-1B)
b1,0-0,2,---,"4,(2-1) BBCX",O,BOS,J.D. Martinez,Cody Poteet,-1%,50%,Popfly: 2B (SS-2B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Marlins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Marlins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Marlins 0, Red Sox 0."
"Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7","Top of the 2nd, Marlins Batting, Tied 0-0, Red Sox' Martin Perez facing 5-6-7"
t2,0-0,0,---,"4,(2-1) BBFX",,MIA,Corey Dickerson,Martin Perez,-4%,46%,Single to LF (Ground Ball)
t2,0-0,0,1--,"4,(2-1) CBBX",RR,MIA,Jorge Alfaro,Martin Perez,-15%,31%,Home Run (Fly Ball to Deep RF); Dickerson Scores
t2,2-0,0,---,"3,(1-1) FBX",O,MIA,Isan Diaz,Martin Perez,2%,33%,Groundout: 2B-1B
t2,2-0,1,---,"3,(0-2) CSX",,MIA,Sandy Leon,Martin Perez,-2%,31%,Single to RF (Ground Ball)
t2,2-0,1,1--,"1,(0-0) X",O,MIA,Jose Devers,Martin Perez,2%,34%,Groundout: P-SS/Forceout at 2B; Devers to 1B
t2,2-0,2,1--,"5,(2-2) 1BCSBC",O,MIA,Jon Berti,Martin Perez,2%,36%,Strikeout Looking
,,,,,,,,,"2 runs, 3 hits, 0 errors, 1 LOB. Marlins 2, Red Sox 0.","2 runs, 3 hits, 0 errors, 1 LOB. Marlins 2, Red Sox 0.","2 runs, 3 hits, 0 errors, 1 LOB. Marlins 2, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 4-5-6"
b2,0-2,0,---,"7,(3-2) BFBSBFS",O,BOS,Xander Bogaerts,Cody Poteet,-3%,33%,Strikeout Swinging
b2,0-2,1,---,"3,(0-2) FSS",O,BOS,Rafael Devers,Cody Poteet,-2%,31%,Strikeout Swinging
b2,0-2,2,---,"7,(2-2) BSCFFBX",,BOS,Danny Santana,Cody Poteet,2%,33%,Reached on E6 (throw) (Ground Ball to Deep SS-2B); Santana to 2B
b2,0-2,2,-2-,"4,(1-2) BCFS",O,BOS,Christian Vazquez,Cody Poteet,-3%,30%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 1 error, 1 LOB. Marlins 2, Red Sox 0.","0 runs, 0 hits, 1 error, 1 LOB. Marlins 2, Red Sox 0.","0 runs, 0 hits, 1 error, 1 LOB. Marlins 2, Red Sox 0."
"Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4","Top of the 3rd, Marlins Batting, Ahead 2-0, Red Sox' Martin Perez facing 2-3-4"
t3,2-0,0,---,"8,(2-2) FCFBBFFC",O,MIA,Starling Marte,Martin Perez,2%,32%,Strikeout Looking
t3,2-0,1,---,"8,(3-2) CFBBBFFC",O,MIA,Jesus Aguilar,Martin Perez,1%,33%,Strikeout Looking
t3,2-0,2,---,"2,(1-0) BX",O,MIA,Garrett Cooper,Martin Perez,1%,34%,Flyball: RF (Deep RF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Marlins 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Marlins 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Marlins 2, Red Sox 0."
"Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-2, Marlins' Cody Poteet facing 8-9-1"
b3,0-2,0,---,"1,(0-0) X",O,BOS,Marwin Gonzalez,Cody Poteet,-3%,32%,Popfly: 2B
b3,0-2,1,---,"2,(1-0) BX",,BOS,Hunter Renfroe,Cody Poteet,5%,36%,Double to LF (Line Drive to Deep LF Line)
b3,0-2,1,-2-,"5,(3-1) CBBBB",,BOS,Enrique Hernandez,Cody Poteet,3%,39%,Walk
b3,0-2,1,12-,"1,(0-0) X",O,BOS,Alex Verdugo,Cody Poteet,-5%,33%,Flyball: LF
b3,0-2,2,12-,"4,(0-2) FFFX",RR,BOS,J.D. Martinez,Cody Poteet,20%,54%,Double to CF (Line Drive to Deep CF); Renfroe Scores; Hernandez Scores
b3,2-2,2,-2-,"4,(1-2) BFSX",O,BOS,Xander Bogaerts,Cody Poteet,-4%,50%,Groundout: 1B unassisted (2B-1B)
,,,,,,,,,"2 runs, 2 hits, 0 errors, 1 LOB. Marlins 2, Red Sox 2.","2 runs, 2 hits, 0 errors, 1 LOB. Marlins 2, Red Sox 2.","2 runs, 2 hits, 0 errors, 1 LOB. Marlins 2, Red Sox 2."
"Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7","Top of the 4th, Marlins Batting, Tied 2-2, Red Sox' Martin Perez facing 5-6-7"
t4,2-2,0,---,"2,(1-0) BX",,MIA,Corey Dickerson,Martin Perez,-4%,46%,Single to RF (Line Drive to Short RF Line)
t4,2-2,0,1--,"1,(0-0) X",OO,MIA,Jorge Alfaro,Martin Perez,9%,55%,Ground Ball Double Play: SS-2B-1B
t4,2-2,2,---,"5,(1-2) CCFBX",O,MIA,Isan Diaz,Martin Perez,1%,56%,Groundout: SS-1B
