Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Enrique Hernandez CF,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.252,0.306,0.422,0.728,13.0,7.0,-0.058,1.27,0.027,-0.084%,-0.04%,1.59,-0.6,2.0,0.0,
Alex Verdugo LF,3.0,1.0,1.0,3.0,0.0,0.0,3.0,0.293,0.352,0.471,0.824,5.0,5.0,0.116,1.58,0.186,-0.070%,0.09%,1.98,1.1,0.0,0.0,HR
J.D. Martinez DH,3.0,0.0,2.0,2.0,0.0,0.0,3.0,0.33,0.402,0.584,0.986,12.0,9.0,0.204,0.87,0.215,-0.011%,0.15%,1.09,2.0,,,2B
Xander Bogaerts SS,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.333,0.395,0.578,0.973,17.0,11.0,-0.077,0.93,0.0,-0.077%,-0.06%,1.16,-0.9,1.0,2.0,
Rafael Devers 3B,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.274,0.347,0.592,0.939,9.0,7.0,-0.058,0.72,0.0,-0.058%,-0.04%,0.9,-0.7,0.0,0.0,
Danny Santana 1B,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.188,0.316,0.688,1.003,12.0,8.0,0.002,0.61,0.023,-0.021%,0.00%,0.77,0.0,6.0,0.0,
Christian Vazquez C,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.248,0.294,0.357,0.651,7.0,5.0,-0.049,0.84,0.0,-0.049%,-0.04%,1.05,-0.5,6.0,0.0,
Marwin Gonzalez 2B,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.199,0.292,0.284,0.576,6.0,2.0,0.017,1.11,0.045,-0.028%,0.01%,1.39,0.1,1.0,3.0,
Hunter Renfroe RF,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.236,0.273,0.417,0.689,9.0,5.0,0.17,1.27,0.17,0.000%,0.13%,1.59,1.5,2.0,0.0,2·2B
,,,,,,,,,,,,,,,,,,,,,,,
Martin Perez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Adam Ottavino P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,21.0,5.0,5.0,5.0,2.0,6.0,23.0,0.238,0.304,0.524,0.828,90.0,59.0,0.267,1.03,0.666,-0.398%,0.20%,1.29,2.2,18.0,6.0,
