0,1,2
1.0,Francisco Lindor,SS
2.0,Oscar Mercado,RF
3.0,Carlos Santana,1B
4.0,Jason Kipnis,2B
5.0,Jake Bauers,DH
6.0,Roberto Perez,C
7.0,Mike Freeman,3B
8.0,Greg Allen,LF
9.0,Leonys Martín,CF
,Jefry Rodriguez,P
