Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Jefry Rodriguez, L (1-5)",4.1,8,7,6,3,6,0,4.99,24,101,67,40,7,20,7,8,7,0,24.0,,,-0.33,1.17,-0.17%,1.0,-3.1
Oliver Perez,0.2,2,2,2,0,0,1,4.73,4,16,9,7,2,0,2,2,1,0,,2.0,2.0,-0.143,0.88,-0.07%,0.75,-3.0
Dan Otero,1.0,1,1,1,0,1,1,3.27,4,19,13,10,1,2,1,2,0,0,,0.0,0.0,-0.006,0.05,-0.00%,0.04,-0.4
Josh D. Smith,1.0,1,1,1,1,2,0,3.38,6,35,22,12,1,9,1,1,0,0,,0.0,0.0,-0.007,0.08,-0.00%,0.07,-0.4
Adam Cimber,1.0,1,1,1,0,1,1,3.54,4,10,9,7,1,1,2,1,0,0,,0.0,0.0,-0.001,0.01,-0.00%,0.01,-0.4
Team Totals,8.0,13,12,11,4,10,3,12.38,42,181,120,76,12,32,13,14,8,0,24.0,2.0,2.0,-0.487,0.81,-0.25%,0.69,-7.3
