Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Joe Mauer 1B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.284,0.366,0.378,0.744,14.0,10.0,-0.072,1.21,0.035,-0.107%,-0.03%,0.78,-0.3,10.0,1.0,
Eddie Rosario LF,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.308,0.351,0.517,0.868,12.0,7.0,-0.059,1.27,0.041,-0.100%,-0.02%,0.82,-0.5,3.0,0.0,
Brian Dozier 2B,3.0,1.0,2.0,0.0,1.0,1.0,4.0,0.228,0.31,0.414,0.724,19.0,9.0,0.082,1.5,0.126,-0.044%,0.03%,0.96,0.6,0.0,4.0,SB
Eduardo Escobar 3B,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.274,0.338,0.514,0.852,15.0,10.0,-0.116,1.83,0.017,-0.133%,-0.04%,1.18,-0.9,2.0,2.0,
Mitch Garver DH,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.271,0.354,0.42,0.774,20.0,11.0,0.179,2.04,0.27,-0.091%,0.07%,1.31,0.5,,,2B
Robbie Grossman RF,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.257,0.332,0.372,0.704,11.0,8.0,-0.055,1.59,0.069,-0.124%,-0.02%,1.02,-0.8,1.0,0.0,
Jake Cave CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.326,0.517,0.843,,,,,,,,,,0.0,0.0,
Max Kepler CF-RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.227,0.316,0.414,0.729,16.0,10.0,0.09,1.42,0.165,-0.075%,0.03%,0.91,0.2,1.0,0.0,
Ehire Adrianza SS,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.252,0.312,0.391,0.703,19.0,13.0,-0.169,1.25,0.0,-0.169%,-0.07%,0.81,-1.3,1.0,3.0,GDP
Bobby Wilson C,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.173,0.225,0.264,0.489,14.0,12.0,-0.015,0.55,0.022,-0.037%,-0.01%,0.35,-0.2,8.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Kyle Gibson P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Fernando Rodney P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,2.0,8.0,1.0,4.0,9.0,36.0,0.25,0.333,0.281,0.615,140.0,90.0,-0.135,1.38,0.745,-0.880%,-0.05%,0.89,-2.8,27.0,11.0,
