0,1,2,0,1,2
1.0,Joe Mauer,1B,1.0,Mookie Betts,RF
2.0,Eddie Rosario,LF,2.0,Andrew Benintendi,LF
3.0,Brian Dozier,2B,3.0,J.D. Martinez,DH
4.0,Eduardo Escobar,3B,4.0,Xander Bogaerts,SS
5.0,Mitch Garver,DH,5.0,Steve Pearce,1B
6.0,Robbie Grossman,RF,6.0,Rafael Devers,3B
7.0,Max Kepler,CF,7.0,Blake Swihart,C
8.0,Ehire Adrianza,SS,8.0,Brock Holt,2B
9.0,Bobby Wilson,C,9.0,Jackie Bradley Jr.,CF
,Kyle Gibson,P,,Brian Johnson,P
