Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Rangers Batting, Tied 0-0, Red Sox' David Price facing 1-2-3"
t1,0-0,0,---,"5,(3-1) BBSBH",,TEX,Shin-Soo Choo,David Price,-3%,47%,Hit By Pitch
t1,0-0,0,1--,"8,(3-2) BCB1CBFF1B",,TEX,Delino DeShields,David Price,-5%,41%,Walk; Choo to 2B
t1,0-0,0,12-,"2,(1-0) BX",R,TEX,Elvis Andrus,David Price,-8%,33%,Single to CF (Ground Ball thru SS-2B); Choo Scores; DeShields to 2B
t1,1-0,0,12-,"5,(2-2) BFBFX",R,TEX,Hunter Pence,David Price,-11%,23%,Double to RF (Fly Ball to Deep RF Line); DeShields Scores; Andrus to 3B
,,,,,,,,,Home run Reviewed by Umpires: Original call upheld upon review.,Home run Reviewed by Umpires: Original call upheld upon review.,Home run Reviewed by Umpires: Original call upheld upon review.
t1,2-0,0,-23,"7,(3-2) SBBF*BFX",O,TEX,Asdrubal Cabrera,David Price,4%,26%,Groundout: 3B-1B (Weak 3B)
t1,2-0,1,-23,"6,(3-2) SBBBFS",O,TEX,Danny Santana,David Price,6%,32%,Strikeout Swinging
t1,2-0,2,-23,"4,(1-2) BCCX",RR,TEX,Logan Forsythe,David Price,-12%,20%,Single to LF (Line Drive to Short LF); Andrus Scores; Pence Scores
t1,4-0,2,1--,"1,(0-0) X",O,TEX,Rougned Odor,David Price,1%,22%,Groundout: 2B-1B (2B-1B)
