Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",O,LAA,Ian Kinsler,Brian Johnson,2%,52%,Groundout: SS-1B
t1,0-0,1,---,"6,(3-2) BBCTBX",O,LAA,Mike Trout,Brian Johnson,2%,54%,Groundout: 3B-1B (Weak 3B)
t1,0-0,2,---,"5,(2-2) CBCBX",O,LAA,Justin Upton,Brian Johnson,1%,55%,Flyball: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Jaime Barria facing 1-2-3"
b1,0-0,0,---,"4,(2-1) BBCX",O,BOS,Mookie Betts,Jaime Barria,-2%,53%,Popfly: 2B (Deep 2B)
b1,0-0,1,---,"3,(2-0) BBX",O,BOS,Andrew Benintendi,Jaime Barria,-2%,51%,Lineout: RF (Deep CF-RF)
b1,0-0,2,---,"3,(1-1) CBX",O,BOS,J.D. Martinez,Jaime Barria,-1%,50%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0."
