Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ian Kinsler 2B,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.216,0.278,0.388,0.666,16.0,11.0,-0.126,1.27,0.014,-0.140%,-0.03%,0.47,-0.9,3.0,2.0,
Mike Trout DH,2.0,1.0,0.0,0.0,2.0,1.0,5.0,0.32,0.46,0.641,1.101,22.0,9.0,0.021,1.0,0.074,-0.053%,0.01%,0.37,0.3,,,HBP
Justin Upton LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.248,0.337,0.452,0.79,21.0,12.0,-0.004,1.44,0.102,-0.106%,-0.00%,0.53,-0.1,0.0,1.0,
Albert Pujols 1B,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.247,0.284,0.403,0.687,18.0,12.0,0.009,1.54,0.096,-0.087%,0.00%,0.56,-0.1,10.0,0.0,
Andrelton Simmons SS,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.313,0.375,0.435,0.81,12.0,9.0,-0.015,1.55,0.125,-0.140%,-0.00%,0.57,0.1,0.0,4.0,HR
David Fletcher 3B-RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.296,0.345,0.37,0.715,9.0,7.0,-0.104,1.32,0.013,-0.117%,-0.02%,0.49,-0.6,0.0,1.0,
Chris Young CF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.171,0.256,0.369,0.625,17.0,9.0,-0.081,1.0,0.0,-0.081%,-0.02%,0.37,-0.6,3.0,0.0,
Luis Valbuena PH-3B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.26,0.365,0.625,1.0,1.0,-0.072,2.72,0.0,-0.072%,-0.02%,1.0,-0.5,0.0,1.0,
Jose Briceno C,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.333,0.357,0.593,0.95,13.0,10.0,-0.082,1.07,0.0,-0.082%,-0.02%,0.39,-0.7,6.0,1.0,
Martin Maldonado PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.242,0.3,0.355,0.655,7.0,5.0,-0.041,1.56,0.0,-0.041%,-0.01%,0.57,-0.2,,,
Michael Hermosillo RF,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.132,0.195,0.184,0.379,11.0,6.0,0.008,0.72,0.026,-0.018%,0.00%,0.27,0.1,2.0,0.0,
Kole Calhoun PH-RF-CF,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.169,0.226,0.234,0.46,8.0,0.0,0.076,0.9,0.076,0.000%,0.02%,0.33,0.4,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jaime Barria P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jose Alvarez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Noe Ramirez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Blake Parker P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,2.0,6.0,2.0,4.0,10.0,38.0,0.182,0.289,0.273,0.562,155.0,91.0,-0.411,1.28,0.526,-0.937%,-0.09%,0.47,-2.8,24.0,11.0,
