Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3"
t1,0-0,0,---,"8,(3-2) CCBBFFBX",O,SEA,Jean Segura,Brian Johnson,2%,52%,Groundout: 1B-P (2B-1B)
t1,0-0,1,---,"1,(0-0) X",,SEA,Danny Valencia,Brian Johnson,-2%,50%,Single to RF (Line Drive)
t1,0-0,1,1--,"1,(0-0) X",O,SEA,Robinson Canó,Brian Johnson,3%,53%,Flyball: RF (Deep CF-RF)
t1,0-0,2,1--,"3,(0-2) CFS",O,SEA,Nelson Cruz,Brian Johnson,2%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Mariners 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Mariners 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Mariners 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Rob Whalen facing 1-2-3"
b1,0-0,0,---,"4,(3-0) BBBB",,BOS,Mookie Betts,Rob Whalen,3%,58%,Walk
b1,0-0,0,1--,"3,(1-1) 1BC>S",,BOS,Dustin Pedroia,Rob Whalen,2%,61%,Betts Steals 2B
b1,0-0,0,-2-,"8,(2-2) 1BC>S.BFFFH",,BOS,Dustin Pedroia,Rob Whalen,3%,64%,Hit By Pitch
