0,1,2
1.0,Jean Segura,SS
2.0,Danny Valencia,1B
3.0,Robinson Canó,2B
4.0,Nelson Cruz,DH
5.0,Kyle Seager,3B
6.0,Taylor Motter,LF
7.0,Guillermo Heredia,RF
8.0,Mike Zunino,C
9.0,Jarrod Dyson,CF
,Rob Whalen,P
