Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Mike Pelfrey, L (3-10)",5.2,8,6,6,3,2,3,5.31,27,89,54,29.0,4,21,12,9,3,0,28.0,,,-0.349,0.93,0.00%,0.0,-2.9
David Holmberg,0.0,0,0,0,0,0,0,3.65,1,1,0,,0,0,0,0,0,0,,1.0,0.0,-0.007,0.33,0.00%,0.0,-0.2
Juan Minaya,1.1,0,0,0,2,2,0,4.44,5,25,13,7.0,3,3,1,0,0,0,,2.0,0.0,0.032,0.4,0.00%,0.0,1.0
Aaron Bummer,1.0,0,0,0,0,2,0,5.79,3,13,7,2.0,1,4,0,1,1,0,,0.0,0.0,0.008,0.1,0.00%,0.0,0.6
Team Totals,8.0,8,6,6,5,6,3,6.75,36,128,74,38.0,8,28,13,10,4,0,28.0,3.0,0.0,-0.316,0.77,0.00%,0.0,-1.6
