Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Jordan Zimmermann,6.0,6,2,2,3,3,1,5.72,25,94,64,42,5,17,11,8,4,0,52.0,,,0.194,1.49,0.13%,1.64,1.3
"Shane Greene, H (9)",1.0,1,0,0,0,1,0,1.57,4,20,13,7,1,5,1,2,1,0,,0.0,0.0,0.113,1.72,0.07%,1.9,0.6
"Alex Wilson, BS (3), L (1-3)",0.2,4,3,3,0,0,1,3.29,6,22,15,11,3,1,0,6,3,0,,0.0,0.0,-0.602,2.34,-0.40%,2.58,-2.7
Daniel Stumpf,0.1,0,0,0,0,1,0,13.5,1,5,4,2,2,0,0,0,0,0,,1.0,0.0,0.008,0.27,0.01%,0.3,0.3
Team Totals,8.0,11,5,5,3,5,2,5.62,36,141,96,62,11,23,12,16,8,0,52.0,1.0,0.0,-0.287,1.64,-0.19%,1.81,-0.6
