Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3"
t1,0-0,0,---,"3,(1-1) FBX",O,DET,Ian Kinsler,Brian Johnson,2%,52%,Flyball: RF (Deep CF-RF)
t1,0-0,1,---,"1,(0-0) X",R,DET,Nick Castellanos,Brian Johnson,-9%,43%,Home Run (Fly Ball to Deep CF-RF)
t1,1-0,1,---,"4,(1-2) FCBS",O,DET,Miguel Cabrera,Brian Johnson,1%,44%,Strikeout Swinging
t1,1-0,2,---,"5,(2-2) BBFCX",,DET,Victor Martinez,Brian Johnson,-1%,43%,Single to LF (Ground Ball thru SS-3B Hole)
t1,1-0,2,1--,"5,(2-2) BBCFX",,DET,J.D. Martinez,Brian Johnson,-2%,42%,Single to CF (Ground Ball thru SS-2B); Martinez to 2B
t1,1-0,2,12-,"2,(0-1) CX",R,DET,Justin Upton,Brian Johnson,-9%,33%,Single to CF (Ground Ball); Martinez Scores; Martinez to 2B
t1,2-0,2,12-,"7,(3-2) *BBCBF>F>X",O,DET,Mikie Mahtook,Brian Johnson,3%,36%,Flyball: RF (RF Line)
,,,,,,,,,"2 runs, 4 hits, 0 errors, 2 LOB. Tigers 2, Red Sox 0.","2 runs, 4 hits, 0 errors, 2 LOB. Tigers 2, Red Sox 0.","2 runs, 4 hits, 0 errors, 2 LOB. Tigers 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 1-2-3"
b1,0-2,0,---,"6,(3-2) CBBBFB",,BOS,Mookie Betts,Jordan Zimmermann,4%,40%,Walk
b1,0-2,0,1--,"2,(0-1) C1X",O,BOS,Dustin Pedroia,Jordan Zimmermann,-4%,36%,Foul Popfly: 2B (1B into Foul Terr.)
b1,0-2,1,1--,"5,(2-2) 11BC1FBX",,BOS,Xander Bogaerts,Jordan Zimmermann,4%,40%,Single to P (Line Drive to Front of Home); Betts to 2B
b1,0-2,1,12-,"3,(2-0) BBX",O,BOS,Mitch Moreland,Jordan Zimmermann,-4%,36%,Groundout: 1B-SS/Forceout at 2B; Betts to 3B
,,,,,,,,,Force Play Challenged by BOS manager (John Farrell): Original call upheld upon review.,Force Play Challenged by BOS manager (John Farrell): Original call upheld upon review.,Force Play Challenged by BOS manager (John Farrell): Original call upheld upon review.
b1,0-2,2,1-3,"3,(0-2) CFS",O,BOS,Andrew Benintendi,Jordan Zimmermann,-5%,31%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Tigers 2, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Tigers 2, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Tigers 2, Red Sox 0."
"Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1","Top of the 2nd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 8-9-1"
t2,2-0,0,---,"6,(2-2) CBFFBX",O,DET,James McCann,Brian Johnson,2%,33%,Groundout: 3B-1B (SS-3B Hole)
t2,2-0,1,---,"2,(0-1) FX",O,DET,José Iglesias,Brian Johnson,1%,34%,Flyball: RF (RF Line)
t2,2-0,2,---,"12,(2-2) CCFFBBFFFFFX",O,DET,Ian Kinsler,Brian Johnson,1%,35%,Flyball: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Tigers 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Tigers 2, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Tigers' Jordan Zimmermann facing 6-7-8"
b2,0-2,0,---,"6,(3-2) FSBBBX",,BOS,Hanley Ramirez,Jordan Zimmermann,4%,39%,Reached on E5 (throw) (Ground Ball to SS-3B Hole)
b2,0-2,0,1--,"4,(1-2) CCBS",O,BOS,Jackie Bradley Jr.,Jordan Zimmermann,-4%,35%,Strikeout Swinging
b2,0-2,1,1--,"3,(1-1) 1*BFX",O,BOS,Sandy Leon,Jordan Zimmermann,-3%,32%,Flyball: RF (Deep RF Line)
b2,0-2,2,1--,"4,(2-1) BBFX",O,BOS,Pablo Sandoval,Jordan Zimmermann,-3%,30%,Groundout: 2B-1B (Deep 2B-1B)
,,,,,,,,,"0 runs, 0 hits, 1 error, 1 LOB. Tigers 2, Red Sox 0.","0 runs, 0 hits, 1 error, 1 LOB. Tigers 2, Red Sox 0.","0 runs, 0 hits, 1 error, 1 LOB. Tigers 2, Red Sox 0."
"Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4","Top of the 3rd, Tigers Batting, Ahead 2-0, Red Sox' Brian Johnson facing 2-3-4"
t3,2-0,0,---,"4,(1-2) SBFX",O,DET,Nick Castellanos,Brian Johnson,2%,32%,Lineout: RF (Deep RF Line)
t3,2-0,1,---,"6,(2-2) CFBFBC",O,DET,Miguel Cabrera,Brian Johnson,1%,33%,Strikeout Looking
t3,2-0,2,---,"8,(3-2) BCFBFBF*B",,DET,Victor Martinez,Brian Johnson,-1%,32%,Walk
t3,2-0,2,1--,"3,(1-1) BFX",,DET,J.D. Martinez,Brian Johnson,-2%,30%,Single to 3B (Ground Ball); Martinez to 2B
t3,2-0,2,12-,"4,(1-2) SCBX",O,DET,Justin Upton,Brian Johnson,4%,34%,Groundout: 2B-1B (Weak 2B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 2 LOB. Tigers 2, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Tigers 2, Red Sox 0.","0 runs, 1 hit, 0 errors, 2 LOB. Tigers 2, Red Sox 0."
