0,1,2
1.0,Ian Kinsler,2B
2.0,Nick Castellanos,3B
3.0,Miguel Cabrera,1B
4.0,Victor Martinez,DH
5.0,J.D. Martinez,RF
6.0,Justin Upton,LF
7.0,Mikie Mahtook,CF
8.0,James McCann,C
9.0,José Iglesias,SS
,Jordan Zimmermann,P
