Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Brian Johnson facing 1-2-3"
t1,0-0,0,---,"2,(0-1) CX",O,NYY,Andrew McCutchen,Brian Johnson,-2%,48%,Lineout: 3B
t1,0-0,1,---,"2,(0-1) CX",O,NYY,Aaron Judge,Brian Johnson,-2%,46%,Flyball: RF (Deep RF)
t1,0-0,2,---,"4,(2-1) CBBX",O,NYY,Aaron Hicks,Brian Johnson,-1%,45%,Popfly: 1B (Front of Home)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' J.A. Happ facing 1-2-3"
b1,0-0,0,---,"4,(0-2) CCFC",O,BOS,Mookie Betts,J.A. Happ,2%,47%,Strikeout Looking
b1,0-0,1,---,"5,(2-2) BSBCS",O,BOS,Andrew Benintendi,J.A. Happ,2%,49%,Strikeout Swinging
b1,0-0,2,---,"2,(1-0) BX",O,BOS,J.D. Martinez,J.A. Happ,1%,50%,Flyball: LF
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
