Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts CF-RF,3.0,2.0,1.0,0.0,2.0,1.0,5.0,0.346,0.438,0.641,1.079,23.0,12.0,0.001,0.3,0.023,-0.022%,0%,0.0,1.7,3.0,0.0,
Andrew Benintendi LF,5.0,1.0,2.0,0.0,0.0,2.0,5.0,0.288,0.364,0.464,0.828,14.0,11.0,0.003,0.31,0.032,-0.029%,0%,0.0,0.5,0.0,0.0,2B
J.D. Martinez RF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.33,0.402,0.626,1.028,9.0,7.0,-0.033,0.34,0.004,-0.038%,0%,0.0,-1.2,7.0,0.0,
Tzu-Wei Lin CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.324,0.41,0.733,,,,,,,,,,0.0,0.0,
Christian Vazquez PH,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.21,0.258,0.286,0.544,6.0,2.0,0.005,0.14,0.005,0.000%,0%,0.0,0.2,,,
Xander Bogaerts SS,3.0,1.0,0.0,1.0,2.0,1.0,5.0,0.286,0.359,0.514,0.872,23.0,11.0,-0.028,0.41,0.015,-0.043%,0%,0.0,-0.3,2.0,1.0,
Steve Pearce 1B,5.0,1.0,2.0,5.0,0.0,1.0,5.0,0.284,0.378,0.512,0.89,17.0,12.0,0.017,0.41,0.059,-0.043%,0%,0.0,2.8,5.0,0.0,HR
Rafael Devers 3B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.242,0.3,0.437,0.738,15.0,7.0,-0.014,0.27,0.009,-0.023%,0%,0.0,-0.1,1.0,1.0,
Eduardo Nunez DH,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.262,0.286,0.386,0.671,18.0,13.0,-0.052,0.49,0.0,-0.052%,0%,0.0,-1.5,,,
Ian Kinsler 2B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.241,0.299,0.38,0.68,23.0,14.0,-0.02,0.27,0.004,-0.024%,0%,0.0,-0.1,0.0,2.0,
Blake Swihart C,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.231,0.289,0.328,0.617,13.0,9.0,-0.017,0.22,0.0,-0.017%,0%,0.0,-0.5,9.0,0.0,
Sam Travis PH,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.188,0.235,0.344,0.579,4.0,2.0,-0.005,0.21,0.0,-0.005%,0%,0.0,-0.4,,,
,,,,,,,,,,,,,,,,,,,,,,,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
William Cuevas P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Drew Pomeranz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Bobby Poyner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,6.0,6.0,6.0,7.0,9.0,41.0,0.176,0.317,0.294,0.611,165.0,100.0,-0.143,0.33,0.151,-0.296%,0.00%,0.0,1.2,27.0,4.0,
