Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Noah Syndergaard, W (12-3)",7,3,0,0,3,6,0,3.26,26,104,64,37,11,16,9,8,2,0,74.0,,,0.258,0.71,0.00%,0.0,3.7
Jerry Blevins,1,1,0,0,0,1,0,3.46,4,14,9,5,2,2,1,2,0,0,,0.0,0.0,0.002,0.03,0.00%,0.0,0.5
Tyler Bashlor,1,0,0,0,0,1,0,4.61,3,11,10,5,3,2,1,1,1,0,,0.0,0.0,0.001,0.01,0.00%,0.0,0.5
Team Totals,9,4,0,0,3,8,0,0.0,33,129,83,47,16,20,11,11,3,0,74.0,0.0,0.0,0.261,0.56,0.00%,0.0,4.8
