Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"William Cuevas, L (0-1)",2.0,3,2,2,1,4,0,4.82,10,38,29,17,8,4,2,3,3,0,45.0,,,-0.037,0.82,0.00%,0.01,-0.3
Robby Scott,0.1,1,2,2,2,0,1,13.5,6,25,7,4,0,3,0,2,0,0,,1.0,1.0,-0.251,1.01,-0.00%,0.01,-3.7
Brian Johnson,4.2,2,1,1,1,4,1,4.24,16,69,42,22,8,12,5,6,0,0,,3.0,0.0,0.064,0.25,0.00%,0.0,2.7
Tyler Thornburg,0.2,2,3,3,1,0,2,5.63,5,18,11,8,1,2,1,3,0,0,,0.0,0.0,-0.016,0.07,0.00%,0.0,-2.6
Drew Pomeranz,1.1,1,0,0,0,2,0,6.06,5,20,13,9,1,3,0,3,2,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.6
Team Totals,9.0,9,8,8,5,10,4,8.0,42,170,102,60,18,24,8,17,5,0,45.0,4.0,1.0,-0.24,0.43,-0.00%,0.0,-3.2
