Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.339,0.431,0.624,1.055,10.0,8.0,-0.076,0.63,0.001,-0.077%,0%,0.0,-0.6,1.0,0.0,
Andrew Benintendi LF,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.287,0.365,0.47,0.835,10.0,5.0,-0.08,0.94,0.0,-0.080%,0%,0.01,-1.0,4.0,0.0,
Steve Pearce PH-LF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.288,0.379,0.527,0.906,5.0,3.0,-0.001,0.05,0.0,-0.001%,0%,0.0,-0.3,1.0,0.0,
Mitch Moreland 1B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.248,0.322,0.443,0.766,15.0,10.0,-0.035,0.44,0.0,-0.035%,0%,0.0,-0.5,5.0,0.0,
Sam Travis PH-1B,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.15,0.227,0.2,0.427,6.0,4.0,-0.001,0.02,0.0,-0.001%,0%,0.0,-0.3,0.0,0.0,
J.D. Martinez DH,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.331,0.402,0.633,1.035,12.0,6.0,-0.003,0.53,0.023,-0.026%,0%,0.0,0.1,,,
Brandon Phillips PH-DH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.143,0.333,0.571,0.905,4.0,3.0,-0.001,0.02,0.0,-0.001%,0%,0.0,-0.2,,,
Xander Bogaerts SS,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.289,0.36,0.521,0.881,13.0,8.0,-0.048,0.62,0.0,-0.048%,0%,0.01,-0.7,0.0,2.0,
Tzu-Wei Lin SS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.191,0.269,0.234,0.503,5.0,5.0,0.0,0.01,0.0,0.000%,0%,0.0,-0.2,0.0,0.0,
Rafael Devers 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.236,0.293,0.416,0.709,10.0,8.0,-0.037,0.34,0.0,-0.037%,0%,0.0,-0.7,0.0,2.0,
Ian Kinsler 2B,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.25,0.308,0.397,0.705,14.0,10.0,0.042,0.81,0.076,-0.035%,0%,0.01,0.4,3.0,2.0,2·SB
Jackie Bradley Jr. CF,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.231,0.311,0.4,0.71,14.0,7.0,0.024,0.55,0.037,-0.013%,0%,0.0,0.1,3.0,0.0,SB
Blake Swihart C,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.221,0.278,0.294,0.573,11.0,6.0,-0.045,0.72,0.007,-0.052%,0%,0.01,-0.7,10.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
William Cuevas P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Robby Scott P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tyler Thornburg P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Drew Pomeranz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,30.0,0.0,4.0,0.0,3.0,8.0,33.0,0.133,0.212,0.133,0.345,129.0,83.0,-0.261,0.56,0.144,-0.406%,0.00%,0.0,-4.8,27.0,6.0,
