0,1,2
1.0,Amed Rosario,SS
2.0,Jeff McNeil,2B
3.0,Michael Conforto,LF
4.0,Jay Bruce,1B
5.0,Todd Frazier,3B
6.0,Brandon Nimmo,RF
7.0,Dominic Smith,DH
8.0,Austin Jackson,CF
9.0,Tomás Nido,C
,Noah Syndergaard,P
